# entry,map,zone,area,x,y,z,orientation,wander_distance
1125,0,0,0,-6095.8200,-274.2770,445.1730,3.57032,10.0
1125,0,0,0,-6081.6200,-382.5150,435.2410,0.03491,10.0
1125,0,0,0,-6070.3500,-285.9400,428.3200,1.49618,10.0
1125,0,0,0,-6054.2200,-330.7450,427.4260,2.57226,10.0
1125,0,0,0,-6042.8500,-447.6380,451.0310,0.45379,10.0
1125,0,0,0,-6038.1700,-331.1750,426.5900,3.50288,10.0
1125,0,0,0,-6031.3400,-402.1100,417.2830,2.30782,10.0
1125,0,0,0,-6025.4900,-284.1680,418.6230,3.33768,10.0
1125,0,0,0,-6024.0000,-475.2230,428.2570,4.41568,10.0
1125,0,0,0,-6022.7600,-417.7910,413.1570,5.74093,10.0
1125,0,0,0,-5997.3800,-99.8278,407.8100,1.02963,10.0
1125,0,0,0,-5994.2700,-468.6510,409.2050,0.52836,10.0
1125,0,0,0,-5988.8300,-135.6390,400.8190,4.44141,10.0
1125,0,0,0,-5983.2400,-433.1580,406.8530,4.51001,10.0
1125,0,0,0,-5980.0700,-544.9730,407.3240,3.14159,10.0
1125,0,0,0,-5979.8500,-431.6490,406.9780,5.09852,10.0
1125,0,0,0,-5972.7100,-473.7270,406.3570,1.39024,10.0
1125,0,0,0,-5951.9700,-378.8580,421.8290,0.50614,10.0
1125,0,0,0,-5946.8300,4.3742,371.4030,3.63692,10.0
1125,0,0,0,-5944.8800,-115.9870,394.3310,4.00974,10.0
1125,0,0,0,-5943.8500,5.2683,369.6620,5.01434,10.0
1125,0,0,0,-5941.1600,-595.1590,402.2890,5.27202,10.0
1125,0,0,0,-5928.7700,-478.3870,413.0700,2.38790,10.0
1125,0,0,0,-5917.6500,21.0367,366.7430,2.19400,10.0
1125,0,0,0,-5914.7100,-409.5120,426.0890,4.66003,10.0
1125,0,0,0,-5906.2500,-646.1460,401.7200,5.78538,10.0
1125,0,0,0,-5903.8600,-459.1320,413.9710,1.45928,10.0
1125,0,0,0,-5895.3200,-517.8560,398.9530,1.69806,10.0
1125,0,0,0,-5887.3700,-531.5230,398.3220,5.45992,10.0
1125,0,0,0,-5863.5500,-190.4460,357.9400,1.11327,10.0
1125,0,0,0,-5859.2500,-260.5210,360.6280,4.08073,10.0
1125,0,0,0,-5851.3600,-586.5390,397.3440,4.39186,10.0
1125,0,0,0,-5850.3100,-463.2240,411.1030,6.11854,10.0
1125,0,0,0,-5845.6400,-2.0410,357.5780,4.13459,10.0
1125,0,0,0,-5844.3900,-281.9160,359.9040,1.26990,10.0
1125,0,0,0,-5839.0700,-61.8035,361.8210,2.71723,10.0
1125,0,0,0,-5834.0500,78.9678,366.0630,0.16702,10.0
1125,0,0,0,-5831.4400,-127.5200,354.2370,0.53098,10.0
1125,0,0,0,-5830.3700,144.3110,402.5660,4.08407,10.0
1125,0,0,0,-5826.2700,-376.7160,376.3210,0.04099,10.0
1125,0,0,0,-5825.7800,-491.8510,406.5500,4.33227,10.0
1125,0,0,0,-5824.0600,-620.4410,398.2300,1.94695,10.0
1125,0,0,0,-5802.7000,-590.0520,398.8140,6.15850,10.0
1125,0,0,0,-5798.5700,-749.4750,399.4660,1.72192,10.0
1125,0,0,0,-5795.4500,92.3595,364.5580,0.29671,10.0
1125,0,0,0,-5791.1600,-226.2380,354.0170,2.64497,10.0
1125,0,0,0,-5778.5900,258.0340,378.7610,4.18747,10.0
1125,0,0,0,-5774.2100,-142.5990,354.1740,5.05266,10.0
1125,0,0,0,-5767.5700,-402.1100,365.7580,1.67552,10.0
1125,0,0,0,-5754.0100,106.9700,366.7000,4.08662,10.0
1125,0,0,0,-5752.2400,192.9710,369.9370,1.04720,10.0
1125,0,0,0,-5749.1200,-451.8560,387.6780,5.57795,10.0
1125,0,0,0,-5742.8300,-283.5560,358.2990,1.25090,10.0
1125,0,0,0,-5729.8400,-319.2580,363.8350,2.45861,10.0
1125,0,0,0,-5712.2900,-335.0720,365.3690,4.56620,10.0
1125,0,0,0,-5710.1300,-362.2060,365.2450,5.04837,10.0
1125,0,0,0,-5702.6600,-364.8390,365.4900,2.57471,10.0
1125,0,0,0,-5674.7300,-613.7530,402.7270,2.68781,10.0
1125,0,0,0,-5661.4300,322.3430,386.7530,3.04956,10.0
1125,0,0,0,-5639.2300,275.8060,389.7870,4.33619,10.0
1125,0,0,0,-5627.9500,-732.0750,429.8980,5.21532,10.0
1125,0,0,0,-5613.7100,-376.9390,399.3880,3.96922,10.0
1125,0,0,0,-5593.9900,-709.2860,415.5340,2.94688,10.0
1125,0,0,0,-5580.5900,-665.5950,407.0850,5.45638,10.0
1125,0,0,0,-5555.4300,-723.0270,409.7600,0.52360,10.0
1125,0,0,0,-5537.9900,-437.9380,404.1830,1.91448,10.0
1125,0,0,0,-5535.4800,-584.8770,407.4130,4.65724,10.0
1125,0,0,0,-5534.4300,-632.6490,407.7580,5.67260,10.0
1125,0,0,0,-5529.5600,-626.3800,407.3790,5.00678,10.0
1125,0,0,0,-5526.6700,-448.9860,404.9680,0.41386,10.0
1125,0,0,0,-5517.9600,-436.1420,406.0660,4.33007,10.0
1125,0,0,0,-5488.2500,-566.6290,400.1020,1.97222,10.0
1126,0,0,0,-5975.7200,-525.3950,406.0540,3.68320,10.0
1126,0,0,0,-5932.7200,-632.6800,398.9030,2.19241,10.0
1126,0,0,0,-5846.9400,-686.6510,398.1310,5.52248,10.0
1126,0,0,0,-5796.1200,-635.8430,397.8100,2.39352,10.0
1126,0,0,0,-5740.6000,-582.4020,398.7500,0.81916,10.0
1126,0,0,0,-5738.4700,-563.3670,398.5590,3.67644,10.0
1126,0,0,0,-5703.7400,111.4350,385.0840,5.03116,10.0
1126,0,0,0,-5691.5500,-1141.7300,386.1580,4.96494,10.0
1126,0,0,0,-5687.6500,-1270.4100,389.8480,0.63781,10.0
1126,0,0,0,-5674.8900,-623.3610,402.4000,5.50576,10.0
1126,0,0,0,-5673.3300,47.0355,397.0990,4.93699,10.0
1126,0,0,0,-5657.3200,9.9878,406.7970,5.66974,10.0
1126,0,0,0,-5652.5500,-1089.8400,392.2600,0.28928,10.0
1126,0,0,0,-5646.8500,-1357.5800,397.1150,0.71627,10.0
1126,0,0,0,-5608.4000,-34.0437,415.5300,0.66773,10.0
1126,0,0,0,-5606.3500,-996.3700,393.5570,3.76481,10.0
1126,0,0,0,-5590.0100,12.8294,440.0700,4.69676,10.0
1126,0,0,0,-5586.6500,-684.3710,407.2540,1.86557,10.0
1126,0,0,0,-5555.9900,-75.3499,428.0560,2.85168,10.0
1126,0,0,0,-5553.3400,-19.0612,433.9100,1.10032,10.0
1126,0,0,0,-5550.9700,-76.1191,426.9310,3.03978,10.0
1126,0,0,0,-5529.0900,-1496.2400,405.5360,5.48154,10.0
1126,0,0,0,-5526.1400,-1416.2400,403.2150,5.79771,10.0
1126,0,0,0,-5474.2600,-101.8150,431.7920,1.43570,10.0
1126,0,0,0,-5456.8900,-126.0230,409.1160,1.79681,10.0
1126,0,0,0,-5446.4500,-950.9000,394.0870,5.15732,10.0
1126,0,0,0,-5444.4100,-963.8390,393.6880,1.08095,10.0
1126,0,0,0,-5431.1800,-585.7440,398.2150,4.34728,10.0
1126,0,0,0,-5428.3200,-566.7190,397.1340,2.09425,10.0
1126,0,0,0,-5426.0400,-227.7600,404.7300,4.42953,10.0
1126,0,0,0,-5420.5100,-566.0100,396.6070,0.55640,10.0
1126,0,0,0,-5417.0800,-146.9350,399.8310,6.08869,10.0
1126,0,0,0,-5411.4500,-96.9262,395.5620,3.42692,10.0
1126,0,0,0,-5365.4200,-423.5690,397.3070,5.67678,10.0
1126,0,0,0,-5365.2400,-425.3020,397.3760,1.81252,10.0
1126,0,0,0,-5296.7500,-678.9680,388.3550,5.41275,10.0
1126,0,0,0,-5247.8600,-427.9640,386.7910,1.56659,10.0
1126,0,0,0,-5245.9300,-431.7360,386.9770,5.30743,10.0
1126,0,0,0,-5242.6300,-416.9740,386.9500,5.07185,10.0
1126,0,0,0,-5175.0400,-249.3730,388.3780,0.65092,10.0
1126,0,0,0,-5125.4100,-340.7070,394.5950,4.80325,10.0
1126,0,0,0,-5003.2500,-340.1690,399.6430,4.55558,10.0
1126,0,0,0,-4879.7400,-228.0040,389.4120,0.36998,10.0
1126,0,0,0,-4852.1400,-360.3000,392.3690,4.05335,10.0
1127,0,0,0,-5900.2100,-1679.6600,406.7540,3.04581,0.0
1127,0,0,0,-5890.9600,-1874.8000,403.6640,1.53611,0.0
1127,0,0,0,-5879.3000,-1765.3000,409.3680,6.00033,0.0
1127,0,0,0,-5861.9400,-1343.6300,390.5630,5.41665,0.0
1127,0,0,0,-5855.3700,-1198.9200,384.4310,1.17796,0.0
1127,0,0,0,-5849.0800,-1131.8100,380.2840,2.68843,0.0
1127,0,0,0,-5848.4800,-983.5690,396.3550,5.31396,5.0
1127,0,0,0,-5837.8800,-1078.1800,386.8990,0.06449,0.0
1127,0,0,0,-5820.5300,-1304.5300,383.6930,4.03920,5.0
1127,0,0,0,-5813.9200,-944.5700,394.9910,5.58770,5.0
1127,0,0,0,-5810.2400,-1090.1200,383.5440,3.25953,0.0
1127,0,0,0,-5799.6600,-1150.1400,377.5550,1.97671,0.0
1127,0,0,0,-5793.7200,-1224.0400,377.2180,2.84014,5.0
1127,0,0,0,-5786.7700,-825.8520,397.7860,4.73582,0.0
1127,0,0,0,-5777.3600,-1104.8900,383.5240,3.59912,5.0
1127,0,0,0,-5761.0600,-931.8180,396.3360,1.37238,5.0
1127,0,0,0,-5760.8500,-934.4250,396.2190,0.16675,5.0
1127,0,0,0,-5756.7400,-2099.0800,401.1810,1.53347,5.0
1127,0,0,0,-5738.9000,-1217.0500,381.3570,2.75092,5.0
1127,0,0,0,-5737.6900,-1020.9100,397.5690,3.45202,0.0
1127,0,0,0,-5720.8200,-1289.8100,389.6740,3.64888,5.0
1127,0,0,0,-5707.9500,-939.3010,398.0560,4.14684,5.0
1127,0,0,0,-5702.8100,-1721.3800,399.5680,0.65796,5.0
1127,0,0,0,-5685.5600,490.9400,387.7070,0.05236,0.0
1127,0,0,0,-5660.9100,-922.0770,412.4270,4.24612,0.0
1127,0,0,0,-5659.9100,-989.5600,394.9870,4.53760,5.0
1127,0,0,0,-5648.1900,446.0780,383.5820,2.29020,0.0
1127,0,0,0,-5646.7700,-1192.9800,389.5120,5.64476,5.0
1127,0,0,0,-5628.5500,407.6060,382.5000,0.92502,0.0
1127,0,0,0,-5627.0600,-1455.4500,400.3220,5.50089,5.0
1127,0,0,0,-5608.1300,-1456.8200,399.2150,3.99394,5.0
1127,0,0,0,-5587.5800,-1817.5800,399.6140,4.75725,5.0
1127,0,0,0,-5583.6100,-1671.1800,396.9460,5.81925,5.0
1127,0,0,0,-5582.5300,317.7760,394.4610,4.73175,5.0
1127,0,0,0,-5580.6300,-55.8220,421.8660,4.31096,0.0
1127,0,0,0,-5575.2200,-1580.1700,398.1490,2.83219,5.0
1127,0,0,0,-5573.3900,-1519.0000,399.5410,3.43305,5.0
1127,0,0,0,-5570.2600,-1685.7200,396.6080,2.07599,5.0
1127,0,0,0,-5561.1400,-1065.5500,391.8770,0.23646,5.0
1127,0,0,0,-5532.7400,-1050.6000,392.1460,0.25896,5.0
1127,0,0,0,-5524.3400,-1631.5700,393.4570,1.10540,5.0
1127,0,0,0,-5520.8200,-1114.0000,398.6450,6.12445,0.0
1127,0,0,0,-5512.1000,226.2370,398.2160,1.72374,5.0
1127,0,0,0,-5508.3100,344.6820,394.1130,3.37271,0.0
1127,0,0,0,-5497.3800,-1487.9500,415.0750,5.07984,0.0
1127,0,0,0,-5480.3300,220.4440,397.3240,3.12414,0.0
1127,0,0,0,-5475.9000,-1812.2900,407.7710,3.81908,0.0
1127,0,0,0,-5459.8400,-1928.9000,404.0810,4.15527,0.0
1127,0,0,0,-5453.6700,151.2120,401.2040,3.03784,5.0
1127,0,0,0,-5432.2900,436.4590,386.5130,1.37330,0.0
1127,0,0,0,-5427.4600,-190.3970,404.2760,1.86750,0.0
1127,0,0,0,-5423.1600,214.6290,396.9490,4.37754,5.0
1127,0,0,0,-5400.7500,524.1910,387.2640,0.75502,5.0
1127,0,0,0,-5395.8200,-2148.1900,405.9320,5.23528,0.0
1127,0,0,0,-5385.7800,-60.9882,393.6260,3.61283,0.0
1127,0,0,0,-5378.8400,448.4100,385.7240,4.28846,5.0
1127,0,0,0,-5346.1400,509.4770,386.3390,0.70689,5.0
1127,0,0,0,-5331.4200,405.3540,389.6050,1.46608,0.0
1127,0,0,0,-5297.8200,-2128.8700,424.9170,5.16404,0.0
1127,0,0,0,-5286.9100,486.2850,384.2510,5.38031,5.0
1127,0,0,0,-5283.9400,-433.0780,392.8170,3.54134,0.0
1127,0,0,0,-5278.6000,421.6740,387.9730,3.91042,0.0
1127,0,0,0,-5274.8900,-429.9660,391.9420,3.54848,0.0
1127,0,0,0,-5270.9600,344.5580,396.2680,3.03590,0.0
1127,0,0,0,-5261.3600,-424.1440,390.2170,3.28122,0.0
1127,0,0,0,-5189.8300,363.9190,395.6530,1.48668,5.0
1127,0,0,0,-5167.7300,445.3660,394.3120,2.59486,5.0
1127,0,0,0,-5154.2300,-284.0000,396.6590,3.45575,0.0
1127,0,0,0,-5148.5300,240.4670,397.5440,2.03686,0.0
1127,0,0,0,-5137.5100,318.3380,396.5940,2.30383,0.0
1127,0,0,0,-5109.5800,170.1630,397.8470,2.40135,5.0
1127,0,0,0,-5103.7700,-45.8484,398.2870,3.18852,0.0
1127,0,0,0,-5085.2600,50.2602,396.8510,1.39934,0.0
1127,0,0,0,-5049.2300,274.4550,391.9580,3.16112,0.0
1127,0,0,0,-5046.9300,-38.5521,392.0650,1.88020,5.0
1127,0,0,0,-5046.7800,-2210.7000,400.7790,0.66997,5.0
1127,0,0,0,-5033.7500,122.4010,391.8660,3.66461,5.0
1127,0,0,0,-5024.4700,54.9933,393.7530,0.48425,0.0
1127,0,0,0,-5006.4800,207.1080,389.1010,0.25871,0.0
1127,0,0,0,-5004.6300,-19.6029,389.3740,2.06118,5.0
1127,0,0,0,-4993.1800,-142.2280,387.9330,3.16441,5.0
1127,0,0,0,-4928.9500,-373.6540,393.3120,3.20023,0.0
1127,0,0,0,-4910.4100,96.6889,389.1350,1.28656,0.0
1127,0,0,0,-4900.5100,-9.6183,389.6450,3.42085,0.0
1127,0,0,0,-4897.8400,134.4630,393.6560,5.27090,0.0
1127,0,0,0,-4879.7000,-170.7070,383.5010,0.06339,0.0
1127,0,0,0,-4862.2300,-269.9120,395.6210,2.14472,0.0
1127,0,0,0,-4849.5200,-344.1750,394.2120,6.18934,0.0
1128,0,0,0,-6070.1600,-261.2530,429.9580,5.52072,10.0
1128,0,0,0,-5911.3300,-111.3670,371.9340,3.11001,10.0
1128,0,0,0,-5882.7600,-102.2710,367.7090,1.36421,10.0
1128,0,0,0,-5876.7300,-251.7310,362.6620,1.47695,10.0
1128,0,0,0,-5875.1600,-161.1040,363.7070,0.65808,10.0
1128,0,0,0,-5873.7800,-191.2560,359.9760,1.23353,10.0
1128,0,0,0,-5864.0300,-120.8860,359.9710,2.94305,10.0
1128,0,0,0,-5846.9600,51.6326,357.6890,0.79177,10.0
1128,0,0,0,-5843.8700,-244.9070,360.4180,3.58777,10.0
1128,0,0,0,-5830.6200,105.7990,381.8170,0.54863,10.0
1128,0,0,0,-5816.0700,-149.0730,353.2750,4.30470,10.0
1128,0,0,0,-5812.7300,-341.2380,365.7350,4.42336,10.0
1128,0,0,0,-5788.5800,-441.9100,365.6580,4.69091,10.0
1128,0,0,0,-5785.4100,-427.8870,366.2190,4.43619,10.0
1128,0,0,0,-5777.0000,202.8620,372.1360,5.01902,10.0
1128,0,0,0,-5755.6700,287.2360,382.3870,1.70193,10.0
1128,0,0,0,-5717.3700,209.2050,368.3660,3.78001,10.0
1128,0,0,0,-5703.7500,306.1510,387.3530,4.70458,10.0
1128,0,0,0,-5691.4000,-401.7300,366.0180,0.63726,10.0
1128,0,0,0,-5689.5500,-416.3670,365.3130,2.00050,10.0
1128,0,0,0,-5581.0800,-352.1240,408.0710,0.15708,10.0
1128,0,0,0,-5576.9400,-687.4840,407.8880,4.95674,10.0
1128,0,0,0,-5551.7400,-619.5670,408.6650,5.79449,10.0
1128,0,0,0,-5550.0800,-376.2250,411.4620,2.63545,10.0
1128,0,0,0,-5523.8500,-408.8920,405.5030,5.27090,10.0
1128,0,0,0,-5516.1500,-566.6430,402.5590,4.46804,10.0
1128,0,0,0,-5514.7600,-567.6660,402.6260,5.64749,10.0
1128,0,0,0,-5497.3600,-433.3610,406.1670,0.05236,10.0
1128,0,0,0,-5446.8600,-378.3470,399.0870,5.51712,10.0
1128,0,0,0,-5384.2400,-319.0390,400.0420,2.35888,10.0
1128,0,0,0,-5350.6800,-351.5510,395.6940,2.63866,10.0
1128,0,0,0,-4310.0100,-1447.5400,400.7250,3.93681,19.0
1128,0,0,0,-4293.5500,-1431.1500,390.0880,2.15880,13.0
1129,0,0,0,-4300.3600,-1420.5300,391.4960,5.16617,0.0
1130,0,0,0,-5798.4500,-799.9140,397.5540,5.37870,30.0
1130,0,0,0,-5798.0000,-938.0000,393.7790,1.18700,30.0
1130,0,0,0,-5796.1900,-1279.6100,380.7130,0.02386,30.0
1130,0,0,0,-5795.5300,-1125.6400,380.1520,6.20730,30.0
1131,0,0,0,-5602.1200,-693.9800,412.8630,3.47629,10.0
1131,0,0,0,-5506.1300,-736.2070,405.4990,2.77848,10.0
1131,0,0,0,-5474.5800,-761.7710,397.9900,2.95685,10.0
1131,0,0,0,-5427.0700,-451.8920,398.0300,3.81908,10.0
1131,0,0,0,-5426.5200,-462.8280,397.0870,4.44134,10.0
1131,0,0,0,-5423.3000,-458.5340,397.2620,3.41024,10.0
1131,0,0,0,-5422.3100,-327.7330,401.3270,4.93884,10.0
1131,0,0,0,-5400.7500,-739.9030,395.8470,1.51392,10.0
1131,0,0,0,-5353.0600,-707.6120,394.2800,3.98970,10.0
1131,0,0,0,-5342.0400,-611.8030,390.8310,0.82806,10.0
1131,0,0,0,-5341.7500,-607.2190,391.0560,1.26963,10.0
1131,0,0,0,-5310.4100,135.7940,388.7030,2.69075,10.0
1131,0,0,0,-5308.9500,153.6370,390.5130,6.05101,10.0
1131,0,0,0,-5299.2300,-417.9840,395.1920,0.24941,10.0
1131,0,0,0,-5282.4800,128.2280,390.0830,4.23383,10.0
1131,0,0,0,-5267.8300,-408.2680,393.5100,2.18536,10.0
1131,0,0,0,-5265.8600,-448.0530,388.3260,3.20608,10.0
1131,0,0,0,-5263.8300,98.8485,391.3550,5.69508,10.0
1131,0,0,0,-5263.6200,129.3560,393.8410,1.82411,10.0
1131,0,0,0,-5260.8600,-442.6740,388.5670,0.56688,10.0
1131,0,0,0,-5250.0900,-418.4390,387.1040,1.36268,10.0
1131,0,0,0,-5236.7000,-410.5190,387.2460,2.47661,10.0
1131,0,0,0,-5233.8800,102.6480,392.5870,1.66699,10.0
1131,0,0,0,-5232.7000,129.0610,394.6180,2.00446,10.0
1131,0,0,0,-5223.9600,130.0970,392.7360,1.92953,10.0
1132,0,0,0,-5313.4800,152.1140,389.9350,5.56098,20.0
1132,0,0,0,-5274.4900,122.0440,392.2450,5.97410,20.0
1132,0,0,0,-5249.1400,117.0210,394.3040,5.33400,20.0
1133,0,0,0,-5251.3700,117.7460,394.2540,4.65202,5.0
1133,0,0,0,-5248.1800,119.4820,394.4440,5.12932,5.0
1134,0,0,0,-5682.0700,-290.4440,368.6360,3.74070,5.0
1134,0,0,0,-5676.7600,-272.4060,367.3980,0.09790,5.0
1134,0,0,0,-5670.8000,-312.5310,369.4780,5.49779,5.0
1134,0,0,0,-5669.4000,-256.3690,368.1620,3.04775,0.0
1134,0,0,0,-5496.1900,-127.4590,346.8270,6.16746,5.0
1135,0,0,0,-5651.3800,-262.8330,372.0830,3.75246,0.0
1135,0,0,0,-5639.5000,-289.0130,371.6600,2.89725,0.0
1135,0,0,0,-5628.9300,-275.6390,368.3260,3.69808,0.0
1135,0,0,0,-5608.6200,-262.5990,366.3410,3.87463,0.0
1135,0,0,0,-5603.9700,-275.0990,370.3660,5.43168,5.0
1135,0,0,0,-5584.6900,-281.1560,367.9600,1.36272,0.0
1135,0,0,0,-5580.6200,-301.2210,365.2490,3.57467,0.0
1135,0,0,0,-5566.9400,-265.5770,368.0670,4.37941,0.0
1135,0,0,0,-5554.5600,-235.9880,362.8970,0.51192,0.0
1135,0,0,0,-5532.2000,-296.3830,358.0850,6.05629,0.0
1135,0,0,0,-5519.1600,-317.7050,355.3890,5.04226,5.0
1135,0,0,0,-5516.4700,-303.5470,354.4830,4.29803,5.0
1135,0,0,0,-5512.9700,-221.8290,353.5580,1.08210,0.0
1135,0,0,0,-5505.8300,-343.9440,356.3900,1.41372,0.0
1135,0,0,0,-5497.6600,-229.6880,353.8310,2.24045,0.0
1135,0,0,0,-5493.7900,-282.6480,353.3950,0.49730,5.0
1135,0,0,0,-5493.4100,-214.9660,354.3530,5.35553,5.0
1135,0,0,0,-5492.3300,-329.9850,355.7660,1.89881,5.0
1135,0,0,0,-5492.1800,-300.1520,353.7710,5.05726,5.0
1135,0,0,0,-5481.8700,-323.9720,356.7270,3.21141,0.0
1135,0,0,0,-5479.2700,-121.1410,346.8270,2.51812,5.0
1135,0,0,0,-5475.8600,-152.6940,346.8270,3.28349,5.0
1135,0,0,0,-5471.0500,-277.0540,354.2150,2.05949,5.0
1135,0,0,0,-5465.9000,-265.8630,354.5310,4.63181,5.0
1135,0,0,0,-5465.7800,-112.5920,346.8270,4.32155,5.0
1135,0,0,0,-5464.7600,-246.7580,354.3530,2.74017,0.0
1135,0,0,0,-5456.8800,-139.2190,346.8270,6.04835,5.0
1135,0,0,0,-5445.7400,-180.8900,349.8390,6.03884,0.0
1135,0,0,0,-5443.6600,-153.3360,351.4770,3.65848,5.0
1135,0,0,0,-5442.8100,-273.5310,356.8160,5.70907,5.0
1135,0,0,0,-5432.3000,-134.6000,350.5570,4.36332,0.0
1135,0,0,0,-5428.1500,-164.4890,351.6420,3.56047,0.0
1135,0,0,0,-5425.7000,-223.1950,371.9360,1.86750,0.0
1135,0,0,0,-5419.4200,-267.9220,360.7710,4.83456,5.0
1135,0,0,0,-5416.6400,-193.3570,371.8910,0.54105,0.0
1135,0,0,0,-5415.0400,-301.5390,358.2990,5.98897,5.0
1135,0,0,0,-5408.2600,-192.6250,349.8310,3.96501,5.0
1135,0,0,0,-5401.7600,-128.1220,367.8790,5.28835,0.0
1135,0,0,0,-5396.7200,-269.9590,362.8080,0.56012,5.0
1135,0,0,0,-5390.0800,-278.3560,363.1740,3.24631,0.0
1135,0,0,0,-5387.5600,-261.7290,363.1800,2.31513,5.0
1135,0,0,0,-5366.7500,-231.1260,361.3370,3.95842,5.0
1135,0,0,0,-5361.5600,-259.3450,361.4300,2.96706,0.0
1137,0,0,0,-5499.8800,-276.7820,354.0340,5.03772,0.0
1137,0,0,0,-5436.0700,-117.8460,347.8340,4.10152,0.0
1138,0,0,0,-5430.0500,-392.4420,401.6040,3.64983,10.0
1138,0,0,0,-5422.6900,-394.9050,400.6500,4.16125,10.0
1138,0,0,0,-5409.0100,-448.1100,396.4350,6.03631,10.0
1138,0,0,0,-5403.9800,-328.5180,401.7130,5.63070,10.0
1138,0,0,0,-5397.9600,-330.8580,400.9870,1.35728,10.0
1138,0,0,0,-5393.2300,-441.2900,396.5990,5.17167,10.0
1138,0,0,0,-5393.1400,-447.5770,396.1140,5.21021,10.0
1138,0,0,0,-5392.7000,-460.9280,394.5070,0.76865,10.0
1138,0,0,0,-5390.2100,-454.2510,396.0550,3.18063,10.0
1138,0,0,0,-5387.2600,-450.4990,396.6380,3.00633,10.0
1138,0,0,0,-5378.2400,-724.4170,397.0460,0.22998,10.0
1138,0,0,0,-5366.2000,-725.7210,396.5050,3.16893,10.0
1138,0,0,0,-5363.1500,-382.7770,397.0500,5.65453,10.0
1138,0,0,0,-5338.5500,-647.2610,397.0500,2.45713,10.0
1139,0,0,0,-5305.5000,-2948.0400,334.2770,4.95674,0.0
1153,0,0,0,-5366.1900,-3021.6800,319.6650,2.46091,0.0
1154,0,0,0,-5621.8000,-4248.8800,408.0110,4.34587,0.0
1155,0,0,0,-5676.1100,-4253.5900,407.1930,5.82940,0.0
1156,0,0,0,-5667.4800,-4248.1700,407.1940,4.67748,0.0
1161,0,0,0,-5972.9700,-2864.0800,381.2220,0.89012,0.0
1161,0,0,0,-5958.1600,-2855.6200,376.9330,2.12064,5.0
1161,0,0,0,-5951.7000,-2879.5000,372.9990,6.09120,0.0
1161,0,0,0,-5946.9500,-2897.8600,368.5170,4.26987,10.0
1161,0,0,0,-5943.5700,-2877.7800,372.8920,2.57016,10.0
1161,0,0,0,-5920.1900,-2878.3600,369.6140,2.32422,10.0
1161,0,0,0,-5919.4700,-2914.0300,367.4760,2.92901,10.0
1161,0,0,0,-5907.1000,-2864.2500,372.4160,1.49091,0.0
1161,0,0,0,-5894.5300,-2860.8500,370.7280,4.54692,0.0
1161,0,0,0,-5880.3300,-2863.6100,366.1580,5.75959,0.0
1161,0,0,0,-5876.2500,-2840.5400,367.9710,5.77704,0.0
1161,0,0,0,-5873.5400,-2866.6300,366.8180,3.14159,0.0
1161,0,0,0,-5870.2200,-2847.2200,366.3090,5.77156,3.0
1161,0,0,0,-5855.0800,-2843.5900,365.5890,5.18363,0.0
1161,0,0,0,-5849.4200,-2844.5200,365.4690,4.11898,0.0
1161,0,0,0,-5847.8800,-2951.3000,357.5560,5.51138,10.0
1161,0,0,0,-5824.0800,-2825.9300,370.3310,5.35513,3.0
1161,0,0,0,-5821.9700,-2811.0600,374.5880,3.82227,0.0
1161,0,0,0,-5820.7600,-2957.2200,358.2420,3.44415,3.0
1161,0,0,0,-5818.7000,-2886.6200,364.7530,4.45050,10.0
1161,0,0,0,-5810.5600,-2965.8000,365.7150,1.53403,3.0
1161,0,0,0,-5810.4200,-2822.9200,373.9560,0.35476,3.0
1161,0,0,0,-5799.5800,-2952.0500,375.1230,2.58309,0.0
1161,0,0,0,-5796.4600,-2926.0900,363.8990,1.08210,0.0
1161,0,0,0,-5792.1400,-2907.8800,365.4130,6.04967,3.0
1161,0,0,0,-5784.1900,-2879.6100,363.9650,1.93018,10.0
1161,0,0,0,-5781.9200,-2916.9200,364.6630,2.12930,0.0
1161,0,0,0,-5779.9400,-2914.0100,364.9130,2.79253,0.0
1161,0,0,0,-5775.2800,-2905.8200,364.2880,0.01098,0.0
1161,0,0,0,-5537.4800,-2743.6100,367.4360,1.42361,3.0
1161,0,0,0,-5527.6400,-2737.9800,366.4150,5.37652,3.0
1161,0,0,0,-5484.6200,-2742.0600,364.4170,5.20924,3.0
1161,0,0,0,-5440.4900,-2712.8200,366.3580,6.15135,10.0
1161,0,0,0,-5410.7700,-2747.3000,368.5540,4.94747,3.0
1161,0,0,0,-5410.3600,-2726.7600,376.2390,3.07912,5.0
1161,0,0,0,-5389.6300,-2715.0800,364.5870,5.68282,0.0
1161,0,0,0,-5389.1900,-2726.9000,363.2120,3.85094,3.0
1161,0,0,0,-5386.9200,-2775.2200,366.9280,1.28981,10.0
1161,0,0,0,-5378.0500,-2718.7000,362.5870,4.70866,3.0
1161,0,0,0,-5346.4800,-2742.6400,359.1950,1.41785,5.0
1162,0,0,0,-5975.7100,-2858.9900,380.8060,0.20944,0.0
1162,0,0,0,-5974.4900,-2842.6400,384.0830,1.76001,5.0
1162,0,0,0,-5959.9800,-2896.3600,370.8270,0.54105,0.0
1162,0,0,0,-5957.1000,-2892.1800,370.7620,5.30580,0.0
1162,0,0,0,-5900.0200,-2950.9000,368.0930,0.24955,5.0
1162,0,0,0,-5897.7200,-2867.9800,369.1900,1.07650,0.0
