# entry,name,subclass,displayid,inventory_type,item_level,required_level,dmg_min,dmg_max,dmg_type,delay,quality
4569,Staunch Hammer,4,19778,21,14,9,11.0,21.0,0,2200,2
4570,Birchwood Maul,5,8586,17,15,10,26.0,40.0,0,3300,2
4571,War Knife,15,20430,13,17,12,10.0,19.0,0,1700,2
4575,Medicine Staff,10,20401,17,19,14,25.0,38.0,0,2500,2
4576,Light Bow,2,20674,15,21,16,13.0,26.0,0,1700,2
4577,Compact Shotgun,3,6592,26,13,8,11.0,21.0,0,2000,2
4616,Ryedol's Lucky Pick,14,6589,13,1,0,1.0,2.0,0,1500,1
4765,Enamelled Broadsword,7,7313,13,14,9,12.0,23.0,0,2400,2
4766,Feral Blade,7,5154,13,13,8,12.0,24.0,0,2600,2
4777,Ironwood Maul,5,19538,17,18,13,26.0,40.0,0,2800,2
4778,Heavy Spiked Mace,5,6808,17,19,14,34.0,51.0,0,3400,2
4817,Blessed Claymore,8,7319,17,22,17,29.0,44.0,0,2500,2
4818,Executioner's Sword,8,20155,17,24,19,43.0,65.0,0,3400,2
4840,Long Bayonet,15,13908,13,10,0,5.0,10.0,0,1700,1
4923,Primitive Hatchet,0,8498,21,5,0,3.0,6.0,0,2200,1
4924,Primitive Club,4,19634,21,5,0,3.0,6.0,0,2100,1
4925,Primitive Hand Blade,15,6457,13,5,0,2.0,5.0,0,1700,1
4931,Hickory Shortbow,2,7603,15,11,0,8.0,16.0,0,2000,1
4932,Harpy Wing Clipper,7,20013,21,11,0,9.0,17.0,0,2600,1
4938,Blemished Wooden Staff,10,20423,17,11,0,16.0,25.0,0,3200,1
4939,Steady Bastard Sword,8,20112,17,11,0,16.0,25.0,0,2700,2
4943,Torka's Egg Cracker [UNUSED],5,8691,17,8,0,12.0,18.0,0,3400,1
4947,Jagged Dagger,15,20603,13,11,0,6.0,12.0,0,1500,2
4948,Stinging Mace,4,5009,13,11,0,9.0,18.0,0,2300,2
4949,Orcish Cleaver,0,19214,13,21,16,13.0,25.0,0,1800,2
4961,Dreamwatcher Staff,10,20426,17,10,0,14.0,22.0,0,3200,1
4964,Goblin Smasher,5,19544,17,12,0,20.0,31.0,0,3100,2
4971,Skorn's Hammer,4,8572,13,12,0,12.0,23.0,0,2700,2
4974,Compact Fighting Knife,15,3006,13,12,0,6.0,13.0,0,1500,2
4977,Sword of Hammerfall,7,20009,13,41,0,37.0,69.0,0,2300,2
4978,Ryedol's Hammer,4,19741,13,36,0,33.0,62.0,0,2500,2
4983,Rock Pulverizer,5,19596,17,42,0,92.0,139.0,0,3700,2
4987,Dwarf Captain's Sword,7,20083,13,45,0,46.0,87.0,0,2500,2
5069,Fire Wand,19,6097,26,12,7,9.0,17.0,2,1500,2
5071,Shadow Wand,19,18356,26,14,9,10.0,19.0,5,1400,2
5092,Charred Razormane Wand,19,6101,26,23,18,16.0,31.0,2,1500,1
5093,Razormane Backstabber,15,20392,13,21,16,11.0,21.0,0,1700,1
5112,Ritual Blade,15,20491,13,15,10,7.0,14.0,0,1400,2
5182,Shiver Blade,8,8000,17,20,15,30.0,46.0,0,2900,2
5187,Rhahk'Zor's Hammer,5,8600,17,20,15,45.0,68.0,0,3200,3
5191,Cruel Barb,7,7311,13,24,19,30.0,57.0,0,2800,3
5192,Thief's Blade,7,5144,13,22,17,17.0,32.0,0,1700,3
5194,Taskmaster Axe,1,19296,17,23,18,42.0,64.0,0,2700,3
5196,Smite's Reaver,0,13913,13,22,17,19.0,36.0,0,1900,3
5197,Cookie's Tenderizer,4,20953,13,21,16,27.0,51.0,0,2800,3
5198,Cookie's Stirring Rod,19,21011,26,22,17,20.0,38.0,6,1300,3
5200,Impaling Harpoon,6,5949,17,22,20,36.0,55.0,0,2400,3
5201,Emberstone Staff,10,20340,17,23,18,47.0,71.0,0,3000,3
5207,Opaque Wand,19,20903,26,20,15,14.0,28.0,5,1400,2
5208,Smoldering Wand,19,20829,26,20,15,15.0,28.0,2,1600,1
5209,Gloom Wand,19,6099,26,21,16,18.0,34.0,5,1800,1
5210,Burning Wand,19,20787,26,25,20,17.0,32.0,2,1400,1
5211,Dusk Wand,19,20852,26,25,20,21.0,39.0,5,1700,1
5212,Blazing Wand,19,6081,26,17,12,13.0,25.0,2,1500,2
5235,Alchemist's Wand,19,6081,26,7,1,12.0,19.0,2,3300,1
5240,Torchlight Wand,19,6101,26,21,0,14.0,27.0,2,1300,2
5241,Dwarven Flamestick,19,6097,26,18,0,17.0,32.0,2,1800,2
5242,Cinder Wand,19,6093,26,16,0,11.0,22.0,2,1400,2
5243,Firebelcher,19,12601,26,20,15,24.0,45.0,2,1700,3
5244,Consecrated Wand,19,21024,26,30,0,20.0,38.0,3,1200,2
5246,Excavation Rod,19,6093,26,30,0,32.0,60.0,2,1900,2
5247,Rod of Sorrow,19,20828,26,39,0,42.0,79.0,5,1900,2
5248,Flash Wand,19,21023,26,37,0,27.0,52.0,3,1300,2
5249,Burning Sliver,19,20793,26,40,0,29.0,56.0,2,1300,2
5250,Charred Wand,19,6140,26,28,0,28.0,52.0,2,1800,2
5252,Wand of Decay,19,20825,26,21,0,16.0,31.0,5,1500,2
5253,Goblin Igniter,19,20801,26,40,0,46.0,85.0,2,2000,2
5279,Harpy Skinner,15,20411,13,20,0,9.0,18.0,0,1400,2
5306,Wind Rider Staff,10,7524,17,20,0,29.0,44.0,0,2800,2
5309,Privateer Musket,3,7531,26,20,0,17.0,33.0,0,2300,2
5318,Zhovur Axe,1,22225,17,20,0,32.0,49.0,0,3100,2
5321,Elegant Shortsword,7,20014,13,20,0,14.0,26.0,0,2000,2
5322,Demolition Hammer,5,19611,17,26,0,32.0,49.0,0,2300,2
5324,Engineer's Hammer,4,8576,13,16,0,13.0,26.0,0,2400,2
5326,Flaring Baton,19,6097,26,18,0,18.0,34.0,2,1900,2
5340,Cauldron Stirrer,10,20417,17,15,0,25.0,38.0,0,3100,2
5344,Pointed Axe,0,8485,13,14,0,9.0,18.0,0,1900,2
5345,Stonewood Hammer,5,8602,17,14,0,24.0,37.0,0,3200,2
5346,Orcish Battle Bow,2,20719,15,14,0,11.0,21.0,0,1900,2
5356,Branding Rod,19,20834,26,27,0,24.0,45.0,2,1600,2
5392,Thistlewood Dagger,15,6432,13,5,0,2.0,5.0,0,1700,1
5393,Thistlewood Staff,10,5108,17,5,0,6.0,10.0,0,3100,1
5423,Boahn's Fang,1,19221,17,20,15,35.0,53.0,0,2500,3
5426,Serpent's Kiss,0,19396,13,20,15,23.0,44.0,0,2500,3
5459,Defender Axe,0,5014,13,13,0,11.0,21.0,0,2300,2
5516,Threshadon Fang,15,8028,13,16,11,5.0,10.0,0,1500,0
5540,Pearl-handled Dagger,15,6439,13,23,18,13.0,26.0,0,1700,2
5579,Militia Warhammer,5,19544,17,5,0,6.0,9.0,0,2900,1
5580,Militia Hammer,4,19777,21,5,0,3.0,6.0,0,2300,1
5581,Smooth Walking Staff,10,20446,17,5,0,7.0,11.0,0,3300,1
5586,Thistlewood Blade,7,1547,21,5,0,3.0,6.0,0,2200,1
5587,Thornroot Club,4,19648,13,13,0,10.0,19.0,0,2100,2
5595,Thicket Hammer,5,8298,17,11,0,16.0,24.0,0,3100,1
5596,Ashwood Bow,2,20720,15,11,0,9.0,17.0,0,2100,1
5604,Elven Wand,19,28159,26,13,0,10.0,20.0,6,1600,2
5605,Pruning Knife,15,3550,13,10,0,4.0,9.0,0,1600,1
5613,Staff of the Purifier,10,20384,17,23,0,45.0,68.0,0,3700,2
5614,Seraph's Strike,8,20182,17,31,0,54.0,81.0,0,3200,2
5615,Woodsman Sword,8,20121,17,20,0,34.0,52.0,0,3300,2
5626,Skullchipper,1,19246,17,20,0,36.0,55.0,0,3500,2
5627,Relic Blade,15,20354,13,20,0,12.0,24.0,0,1800,2
5744,Pale Skinner,7,8279,13,12,7,10.0,19.0,0,2200,2
5749,Scythe Axe,1,19291,17,23,18,43.0,66.0,0,3600,2
5757,Hardwood Cudgel,4,8803,13,20,0,18.0,34.0,0,2600,2
5761,Anvilmar Sledge,5,19544,17,5,0,6.0,10.0,0,3100,1
5776,Elder's Cane,10,20449,17,5,0,7.0,11.0,0,3500,1
5777,Brave's Axe,1,8899,17,5,0,7.0,11.0,0,3300,1
5778,Primitive Walking Stick,10,5404,17,5,0,6.0,10.0,0,3100,1
5779,Forsaken Bastard Sword,8,20084,17,5,0,7.0,11.0,0,3300,1
5813,Emil's Brand,8,9055,17,32,0,53.0,81.0,0,3100,2
5815,Glacial Stone,5,9057,17,31,0,60.0,91.0,0,3600,2
5817,Lunaris Bow,2,9060,15,30,0,31.0,58.0,0,2700,2
5818,Moonbeam Wand,19,21026,26,30,0,30.0,57.0,3,1800,2
5956,Blacksmith Hammer,14,8568,21,1,1,1.0,2.0,0,2000,1
6093,Orc Crusher,5,19646,17,27,0,52.0,79.0,0,3600,2
6094,Piercing Axe,1,19390,17,18,0,31.0,47.0,0,3300,2
6186,Trogg Slicer,8,20119,17,18,0,32.0,49.0,0,3400,2
6194,Barreling Reaper,0,19404,13,32,0,22.0,41.0,0,1900,2
6205,Burrowing Shovel,5,7495,17,15,10,18.0,28.0,0,2300,2
6206,Rock Chipper,1,14040,17,15,10,25.0,38.0,0,3500,1
6214,Heavy Copper Maul,5,10642,17,16,11,24.0,36.0,0,2800,2
6215,Balanced Fighting Stick,10,10654,17,13,0,18.0,21.0,0,2200,2
6219,Arclight Spanner,14,7494,21,10,0,7.0,14.0,0,2400,1
6220,Meteor Shard,15,20536,13,29,20,23.0,43.0,0,1800,3
6256,Fishing Pole,20,20730,17,1,0,2.0,4.0,0,3000,1
6323,Baron's Scepter,4,21051,13,25,20,27.0,51.0,0,2400,3
6333,Spikelash Dagger,15,20604,13,22,17,14.0,28.0,0,1900,2
6360,Steelscale Crushfish,4,11453,13,25,20,22.0,42.0,0,2500,2
6365,Strong Fishing Pole,20,20618,17,10,5,13.0,21.0,0,3000,1
6366,Darkwood Fishing Pole,20,20731,17,20,15,28.0,43.0,0,3000,1
6448,Tail Spike,15,20349,13,22,17,18.0,34.0,0,1800,3
6469,Venomstrike,2,20652,15,24,19,26.0,50.0,0,2400,3
6472,Stinging Viper,4,24741,13,24,19,30.0,57.0,0,2800,3
6504,Wingblade,7,20116,13,24,0,24.0,45.0,0,2200,3
6505,Crescent Staff,10,12286,17,24,0,47.0,71.0,0,2900,3
6631,Living Root,10,20336,17,25,20,49.0,74.0,0,2900,3
6633,Butcher's Slicer,7,12610,13,23,18,30.0,57.0,0,2900,3
6641,Haunting Blade,8,20167,17,26,20,66.0,99.0,0,3800,3
6651,Broken Wine Bottle,4,18652,13,12,7,6.0,12.0,0,1700,1
6677,Spellcrafter Wand,19,21018,26,26,0,24.0,45.0,6,1700,2
6729,Fizzle's Zippy Lighter,19,20821,26,38,0,32.0,61.0,2,1500,2
6738,Bleeding Crescent,0,19126,13,35,0,30.0,57.0,0,2400,2
6739,Cliffrunner's Aim,2,20666,15,29,0,25.0,48.0,0,2300,2
6741,Orcish War Sword,8,20177,17,29,0,45.0,68.0,0,3100,1
6797,Eyepoker,19,21014,26,37,0,36.0,68.0,6,1700,2
6798,Blasting Hackbut,3,13060,26,37,0,40.0,75.0,0,2800,2
6802,Sword of Omen,7,20010,13,44,0,39.0,74.0,0,1900,3
6804,Windstorm Hammer,4,19707,13,34,0,36.0,65.0,0,2100,3
6806,Dancing Flame,19,13084,26,40,0,36.0,68.0,2,1400,3
6829,Sword of Serenity,7,20075,13,44,0,46.0,86.0,0,2200,3
6830,Bonebiter,1,18607,17,44,0,105.0,159.0,0,3400,3
6831,Black Menace,15,20292,13,44,0,31.0,58.0,0,1500,3
6953,Verigan's Fist,5,13466,17,31,0,65.0,99.0,0,3200,3
6966,Elunite Axe,0,19135,13,15,0,14.0,28.0,0,2700,2
6967,Elunite Sword,7,20162,13,15,0,11.0,21.0,0,2100,2
6968,Elunite Hammer,4,19771,13,15,0,12.0,23.0,0,2300,2
6969,Elunite Dagger,15,20400,13,15,0,9.0,17.0,0,1700,2
6975,Whirlwind Axe,1,22734,17,40,0,102.0,154.0,0,3600,3
6976,Whirlwind Warhammer,5,25079,17,40,0,97.0,146.0,0,3400,3
6977,Whirlwind Sword,8,22731,17,40,0,82.0,124.0,0,2900,3
6978,Umbral Axe,0,19133,13,15,0,14.0,28.0,0,2700,2
6979,Haggard's Axe,0,19274,13,15,0,14.0,28.0,0,2700,2
6980,Haggard's Dagger,15,20601,13,15,0,9.0,17.0,0,1700,2
6981,Umbral Dagger,15,20606,13,15,0,9.0,17.0,0,1700,2
6982,Umbral Mace,4,19652,13,15,0,12.0,23.0,0,2300,2
6983,Haggard's Hammer,4,19773,13,15,0,12.0,23.0,0,2300,2
6984,Umbral Sword,7,20159,13,15,0,11.0,21.0,0,2100,2
6985,Haggard's Sword,7,20163,13,15,0,11.0,21.0,0,2100,2
7001,Gravestone Scepter,19,20824,26,29,0,30.0,57.0,5,1500,3
7005,Skinning Knife,14,6440,13,4,1,1.0,3.0,0,1600,1
7094,Driftwood Branch,10,13711,17,10,5,15.0,24.0,0,3400,1
7115,Heirloom Axe,0,19204,13,15,0,14.0,28.0,0,2700,2
7116,Heirloom Dagger,15,20602,13,15,0,9.0,17.0,0,1700,2
7117,Heirloom Hammer,4,19776,13,15,0,12.0,23.0,0,2300,2
7118,Heirloom Sword,7,20161,13,15,0,11.0,21.0,0,2100,2
7166,Copper Dagger,15,13848,13,11,6,5.0,10.0,0,1500,1
7230,Smite's Mighty Hammer,5,19610,17,23,18,55.0,83.0,0,3500,3
7298,Blade of Cunning,15,20425,13,13,0,9.0,18.0,0,2000,2
7326,Thun'grim's Axe,0,19132,13,15,0,14.0,28.0,0,2700,2
7327,Thun'grim's Dagger,15,20398,13,15,0,9.0,17.0,0,1700,2
7328,Thun'grim's Mace,4,19649,13,15,0,12.0,23.0,0,2300,2
7329,Thun'grim's Sword,7,20160,13,15,0,11.0,21.0,0,2100,2
7513,Ragefire Wand,19,25078,26,40,0,36.0,68.0,2,1400,3
7514,Icefury Wand,19,25076,26,40,0,41.0,78.0,4,1600,3
7607,Sable Wand,19,20920,26,22,0,21.0,40.0,5,1800,2
7955,Copper Claymore,8,20071,17,11,6,15.0,23.0,0,3000,1
7956,Bronze Warhammer,5,16146,17,25,20,41.0,63.0,0,3100,2
8071,Sizzle Stick,19,6093,26,23,0,21.0,39.0,2,1700,2
8177,Practice Sword,8,18354,17,7,2,9.0,15.0,0,3200,1
8178,Training Sword,8,26591,17,10,5,20.0,30.0,0,3500,2
8179,Cadet's Bow,2,18343,15,6,1,5.0,11.0,0,2000,1
8180,Hunting Bow,2,18350,15,11,6,12.0,24.0,0,2600,2
8181,Hunting Rifle,3,20728,26,9,4,9.0,18.0,0,2700,1
8182,Pellet Rifle,3,20741,26,7,2,8.0,15.0,0,2600,1
9513,Ley Staff,10,18438,17,13,0,20.0,31.0,0,2900,2
9514,Arcane Staff,10,20424,17,10,0,16.0,25.0,0,2900,2
9517,Celestial Stave,10,20348,17,40,0,85.0,129.0,0,3000,3
9520,Silent Hunter,15,20574,13,41,0,29.0,54.0,0,1800,2
9521,Skullsplitter,1,19307,17,41,0,70.0,105.0,0,2900,2
9527,Spellshifter Rod,10,20300,17,46,0,77.0,116.0,0,2700,2
9602,Brushwood Blade,8,20069,17,10,0,17.0,26.0,0,3000,2
9603,Gritroot Staff,10,20432,17,10,0,14.0,22.0,0,2600,2
9604,Mechanic's Pipehammer,5,18531,17,30,0,45.0,69.0,0,2800,2
9608,Shoni's Disarming Tool,0,7494,22,31,0,21.0,40.0,0,1900,2
9626,Dwarven Charge,1,19302,17,42,0,72.0,109.0,0,2900,2
9651,Gryphon Rider's Stormhammer,4,18578,13,53,0,66.0,124.0,0,2700,3
9654,Cairnstone Sliver,19,28307,26,50,0,52.0,97.0,6,1800,2
9678,Tok'kar's Murloc Basher,5,5233,17,43,0,72.0,109.0,0,2800,2
9679,Tok'kar's Murloc Chopper,1,22223,17,43,0,83.0,125.0,0,3200,2
9680,Tok'kar's Murloc Shanker,15,20475,13,43,0,28.0,52.0,0,1600,2
9683,Strength of the Treant,10,20289,17,51,0,131.0,197.0,0,3700,3
9684,Force of the Hippogryph,0,19130,13,51,0,57.0,106.0,0,2400,3
9686,Spirit of the Faerie Dragon,4,19746,13,51,0,62.0,115.0,0,2600,3
10049,Diabolist's Blade,15,20472,13,25,0,13.0,25.0,0,1500,2
10544,Thistlewood Maul,4,19782,21,5,0,2.0,5.0,0,1900,1
10547,Camping Knife,15,6472,13,8,0,3.0,6.0,0,1400,1
10652,Will of the Mountain Giant,1,22213,17,51,0,99.0,149.0,0,2800,3
10696,Enchanted Azsharite Felbane Sword,7,22229,13,60,0,50.0,93.0,0,2000,2
10697,Enchanted Azsharite Felbane Dagger,15,20570,13,60,0,37.0,70.0,0,1500,2
10698,Enchanted Azsharite Felbane Staff,10,20275,17,60,0,104.0,157.0,0,2800,2
10703,Fiendish Skiv,15,20297,13,45,0,35.0,66.0,0,1900,2
10704,Chillnail Splinter,19,28267,26,46,0,36.0,68.0,4,1400,2
10744,Axe of the Ebon Drake,0,19130,13,51,0,40.0,75.0,0,1900,2
10750,Lifeforce Dirk,15,20569,13,54,0,40.0,75.0,0,1600,3
10823,Vanquisher's Sword,7,20086,13,44,0,46.0,86.0,0,2200,3
10826,Staff of Lore,10,20293,17,48,0,92.0,139.0,0,3100,2
11120,Belgrom's Hammer,4,28262,13,55,0,64.0,120.0,0,2800,2
11263,Nether Force Wand,19,25077,26,40,0,39.0,73.0,6,1500,3
11265,Cragwood Maul,5,28629,17,42,0,70.0,105.0,0,2800,2
11287,Lesser Magic Wand,19,21096,26,15,5,12.0,22.0,6,1500,2
11288,Greater Magic Wand,19,21097,26,23,13,22.0,41.0,6,1800,2
11303,Fine Shortbow,2,8104,15,16,11,10.0,20.0,0,1700,2
11304,Fine Longbow,2,20550,15,19,14,20.0,37.0,0,2700,2
11854,Samophlange Screwdriver,8,28245,17,19,0,25.0,38.0,0,2500,2
11856,Ceremonial Elven Blade,15,28312,13,45,0,33.0,63.0,0,1800,2
11857,Sanctimonial Rod,10,28345,17,46,0,88.0,133.0,0,3100,2
11860,Charged Lightning Rod,19,28108,26,46,0,39.0,73.0,3,1500,2
11863,White Bone Shredder,13,21855,22,52,0,30.0,57.0,0,1400,2
11864,White Bone Spear,6,25632,17,52,0,87.0,131.0,0,2700,2
11902,Linken's Sword of Mastery,7,22227,21,56,0,42.0,78.0,0,1800,2
11906,Beastsmasher,4,28075,13,55,0,48.0,90.0,0,2100,2
11907,Beastslayer,1,28073,17,55,0,112.0,169.0,0,3300,2
11964,Swiftstrike Cudgel,4,28203,13,55,0,36.0,68.0,0,1600,2
12000,Limb Cleaver,1,28207,17,55,0,82.0,123.0,0,2400,2
12061,Blade of Reckoning,7,28086,13,60,0,60.0,112.0,0,2400,2
12062,Skilled Fighting Blade,15,25611,13,60,0,35.0,65.0,0,1400,2
12225,Blump Family Fishing Pole,20,20618,17,10,0,13.0,21.0,0,3000,1
12282,Worn Battleaxe,1,22291,17,2,1,3.0,5.0,0,2900,1
12296,Spark of the People's Militia,19,28248,26,17,0,16.0,30.0,6,1800,2
12446,Anvilmar Musket,3,28060,26,5,0,7.0,14.0,0,2700,1
12447,Thistlewood Bow,2,20723,15,5,0,6.0,12.0,0,2300,1
12448,Light Hunting Rifle,3,28206,26,5,0,5.0,10.0,0,1900,1
12449,Primitive Bow,2,28235,15,5,0,7.0,14.0,0,2700,1
12975,Prospector Axe,1,28804,17,20,15,33.0,51.0,0,2400,3
12976,Ironpatch Blade,7,8272,13,20,15,24.0,46.0,0,2600,3
12983,Rakzur Club,5,28809,17,21,16,38.0,57.0,0,2600,3
12984,Skycaller,19,28738,26,21,16,24.0,45.0,6,1600,3
12989,Gargoyle's Bite,6,28758,17,22,20,44.0,66.0,0,2900,3
12990,Razor's Edge,0,28810,13,23,18,25.0,48.0,0,2400,3
12992,Searing Blade,8,20071,17,23,18,39.0,59.0,0,2500,3
13136,Lil Timmy's Peashooter,3,21071,26,21,16,26.0,48.0,0,2600,3
13246,Argent Avenger,7,23836,13,62,0,71.0,108.0,0,2200,3
13249,Argent Crusader,10,23837,17,62,0,127.0,191.0,0,3000,3
13474,Farmer Dalson's Shotgun,3,13060,26,56,0,45.0,84.0,0,1900,2
13982,Warblade of Caer Darrow,8,26676,17,63,0,142.0,214.0,0,3300,3
13984,Darrowspike,15,26679,13,63,0,43.0,81.0,0,1500,3
14145,Cursed Felblade,7,24981,13,18,13,22.0,42.0,0,2600,3
14151,Chanting Blade,15,24990,13,18,13,12.0,24.0,0,1500,3
14391,Durability Sword,7,20173,13,1,0,1.0,2.0,0,2300,1
14394,Durability Bow,2,20550,15,1,0,1.0,3.0,0,1800,1
15105,Staff of Noh'Orahil,10,28231,17,40,0,62.0,94.0,0,2700,2
15106,Staff of Dar'Orahil,10,28236,17,40,0,62.0,94.0,0,2700,2
15109,Staff of Soran'ruk,10,28225,17,25,0,39.0,59.0,0,2900,2
15204,Moonstone Wand,19,28218,26,18,0,17.0,32.0,6,1800,2
15205,Owlsight Rifle,3,28229,26,20,0,20.0,37.0,0,2600,2
15210,Raider Shortsword,7,28544,13,16,11,11.0,20.0,0,1900,2
15211,Militant Shortsword,7,28567,13,22,17,19.0,36.0,0,2500,2
15222,Barbed Club,4,28314,21,19,14,15.0,29.0,0,2300,2
15223,Jagged Star,4,28571,21,24,19,24.0,45.0,0,2800,2
15224,Battlesmasher,4,28318,13,25,20,24.0,45.0,0,2700,2
15230,Ridge Cleaver,0,28539,21,25,20,19.0,37.0,0,2200,2
15248,Gleaming Claymore,8,28535,17,20,15,30.0,46.0,0,2900,2
15259,Hefty Battlehammer,5,28548,17,25,20,43.0,65.0,0,3200,2
15268,Twin-bladed Axe,1,28460,17,16,11,23.0,35.0,0,2700,2
15269,Massive Battle Axe,1,28573,17,24,19,42.0,64.0,0,3300,2
15335,Briarsteel Shortsword,7,28093,13,14,0,12.0,24.0,0,2500,2
15396,Curvewood Dagger,15,26602,13,14,0,7.0,14.0,0,1500,2
15397,Oakthrush Staff,10,10654,17,14,0,21.0,32.0,0,2800,2
15418,Shimmering Platinum Warhammer,5,27412,17,63,0,142.0,192.0,0,3100,3
15424,Axe of Orgrimmar,1,3243,17,18,0,31.0,47.0,0,3300,2
15443,Kris of Orgrimmar,15,28199,13,18,0,9.0,18.0,0,1500,2
15444,Staff of Orgrimmar,10,28228,17,18,0,31.0,47.0,0,3300,2
15445,Hammer of Orgrimmar,4,28191,13,18,0,18.0,35.0,0,2900,2
15464,Brute Hammer,5,28096,17,28,0,50.0,76.0,0,3300,2
15465,Stingshot Wand,19,28216,26,28,0,28.0,52.0,3,1800,2
15691,Sidegunner Shottie,3,26411,26,38,0,43.0,80.0,0,2900,2
15692,Kodo Brander,19,26412,26,38,0,41.0,77.0,6,1900,2
15705,Tidecrest Blade,7,26432,13,57,0,62.0,115.0,0,2600,2
15706,Hunt Tracker Blade,15,26433,13,57,0,35.0,66.0,0,1500,2
15782,Beaststalker Blade,7,26463,13,60,0,55.0,103.0,0,2200,2
15783,Beasthunter Dagger,15,26464,13,60,0,42.0,79.0,0,1700,2
15800,Intrepid Shortsword,7,26477,13,58,0,69.0,130.0,0,2600,3
15801,Valiant Shortsword,7,26479,13,58,0,56.0,105.0,0,2100,3
15806,Mirah's Song,7,26494,13,61,0,57.0,87.0,0,1800,3
15807,Light Crossbow,18,10671,26,8,3,11.0,12.0,0,2500,1
15808,Fine Light Crossbow,18,10671,26,21,16,29.0,29.0,0,2700,1
15810,Short Spear,6,26500,17,25,20,40.0,60.0,0,3300,1
15814,Hameya's Slayer,7,26503,13,60,0,57.0,86.0,0,2000,2
15853,Windreaper,0,26535,13,60,0,63.0,118.0,0,2300,3
15854,Dancing Sliver,10,26536,17,60,0,98.0,148.0,0,2400,3
15862,Blitzcleaver,0,26545,13,54,0,49.0,92.0,0,2200,2
15863,Grave Scepter,4,5205,13,54,0,36.0,67.0,0,1600,2
15903,Right-Handed Claw,13,26593,21,25,20,12.0,23.0,0,1500,1
15905,Right-Handed Brass Knuckles,13,26592,21,15,10,6.0,13.0,0,1400,1
15906,Left-Handed Brass Knuckles,13,26592,22,15,10,6.0,13.0,0,1400,1
15907,Left-Handed Claw,13,26594,22,25,20,12.0,23.0,0,1500,1
16622,Thornflinger,2,27492,15,57,0,67.0,126.0,0,2800,2
16789,Captain Rackmore's Tiller,19,28408,26,36,0,31.0,58.0,4,1500,2
16886,Outlaw Sabre,7,28586,13,30,0,35.0,67.0,0,2700,3
16889,Polished Walking Staff,10,28592,17,24,0,33.0,50.0,0,2600,2
16890,Slatemetal Cutlass,7,28593,13,24,0,19.0,35.0,0,2200,2
16891,Claystone Shortsword,7,28608,13,21,0,16.0,30.0,0,2200,2
16894,Clear Crystal Rod,10,28610,17,21,0,34.0,51.0,0,3100,2
16992,Smokey's Explosive Launcher,3,28786,26,60,0,68.0,128.0,0,2700,2
16993,Smokey's Fireshooter,19,28818,26,60,0,70.0,132.0,2,1900,2
16996,Gorewood Bow,2,28827,15,62,0,70.0,131.0,0,2500,3
16997,Stormrager,19,28828,26,62,0,57.0,106.0,3,1300,3
17002,Ichor Spitter,0,28834,13,61,0,61.0,114.0,0,2400,2
17003,Skullstone Hammer,4,28835,13,61,0,68.0,128.0,0,2700,2
17004,Sarah's Guide,10,28836,17,61,0,94.0,142.0,0,2500,2
17039,Skullbreaker,4,28869,13,36,0,31.0,59.0,0,2400,2
17042,Nail Spitter,3,28870,26,36,0,26.0,49.0,0,1900,2
17046,Gutterblade,0,28873,13,31,0,25.0,46.0,0,2200,2
17191,Scepter of Celebras,10,57734,17,53,0,110.0,165.0,0,3000,3
17686,Master Hunter's Bow,2,20555,15,43,0,51.0,96.0,0,2900,2
17687,Master Hunter's Rifle,3,8095,26,43,0,51.0,96.0,0,2900,2
17705,Thrash Blade,7,29769,13,53,0,66.0,124.0,0,2700,3
17743,Resurgence Rod,10,22391,17,53,0,139.0,209.0,0,3800,3
17753,Verdant Keeper's Aim,2,29932,15,53,0,68.0,127.0,0,2800,3
18410,Sprinter's Sword,8,30778,17,57,0,99.0,149.0,0,2800,2
18420,Bonecrusher,5,30792,17,63,0,129.0,194.0,0,3000,3
18491,Lorespinner,15,30827,13,57,0,39.0,74.0,0,1500,3
18610,Keen Machete,7,5139,21,6,1,3.0,6.0,0,1800,1
18957,Brushwood Blade,7,31400,13,10,0,11.0,21.0,0,3000,2
19022,Nat Pagle's Extreme Angler FC-5000,20,20619,17,50,0,93.0,140.0,0,3000,2
19040,Zorbin's Mega-Slicer,7,31526,13,48,0,46.0,86.0,0,2300,2
19106,Ice Barbed Spear,6,31613,17,63,0,155.0,233.0,0,3600,3
19107,Bloodseeker,18,32146,26,63,0,108.0,162.0,0,3300,3
19108,Wand of Biting Cold,19,15238,26,63,0,67.0,125.0,4,1500,3
19114,Highland Bow,2,31622,15,51,0,54.0,100.0,0,2500,2
19118,Nature's Breath,19,31628,26,50,0,40.0,75.0,3,1400,2
19970,Arcanite Fishing Pole,20,20619,17,20,0,42.0,63.0,0,3000,3
20035,Glacial Spike,15,32592,13,52,0,31.0,59.0,0,1300,3
20082,Woestave,19,32685,26,52,0,68.0,127.0,5,1900,3
20083,Hunting Spear,6,32717,17,52,0,111.0,168.0,0,3100,3
20425,Advisor's Gnarled Staff,10,20330,17,23,18,45.0,69.0,0,2900,3
20430,Legionnaire's Sword,7,32076,13,23,18,28.0,53.0,0,2700,3
20434,Lorekeeper's Staff,10,18289,17,23,18,45.0,69.0,0,2900,3
20437,Outrider's Bow,2,32079,15,23,18,25.0,48.0,0,2400,3
20438,Outrunner's Bow,2,32081,15,23,18,25.0,48.0,0,2400,3
