# kind,quest_id,creature_entry,display_id,x,y,z,orientation
giver,3103,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3104,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3105,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3106,658,1362,-6236.74,331.113,382.911,3.00197
giver,3107,658,1362,-6236.74,331.113,382.911,3.00197
giver,3108,658,1362,-6236.74,331.113,382.911,3.00197
giver,3109,658,1362,-6236.74,331.113,382.911,3.00197
giver,3110,658,1362,-6236.74,331.113,382.911,3.00197
giver,3112,658,1362,-6236.74,331.113,382.911,3.00197
giver,3113,658,1362,-6236.74,331.113,382.911,3.00197
giver,3114,658,1362,-6236.74,331.113,382.911,3.00197
giver,3115,658,1362,-6236.74,331.113,382.911,3.00197
giver,3116,2079,1285,10314.0,829.83,1326.48,2.54818
giver,3117,2079,1285,10314.0,829.83,1326.48,2.54818
giver,3118,2079,1285,10314.0,829.83,1326.48,2.54818
giver,3119,2079,1285,10314.0,829.83,1326.48,2.54818
giver,3120,2079,1285,10314.0,829.83,1326.48,2.54818
giver,3221,1952,3545,522.449,1626.15,104.997,1.48353
giver,3261,3338,3850,-482.475,-2670.19,97.522,0.733038
giver,3281,3464,3846,-435.952,-2639.21,96.3588,3.35103
giver,3301,3448,3914,-544.992,-2672.77,95.8709,1.16937
giver,3361,8416,7852,-6098.09,396.074,395.64,5.66209
giver,3364,12738,12967,-6371.13,571.816,385.827,3.21141
giver,3365,836,3406,-6056.38,385.213,392.845,3.1765
giver,3369,8418,7870,-602.266,-2259.71,211.579,2.70526
giver,3370,8418,7870,-602.266,-2259.71,211.579,2.70526
giver,3376,3209,3770,-2893.19,-239.584,53.6285,4.1973
giver,3514,8582,7889,1246.34,-2253.31,108.372,2.96706
giver,3519,8584,7901,10711.6,1034.91,1347.34,4.90438
giver,3521,8583,7895,10407.2,713.794,1321.7,4.27606
giver,3522,8583,7895,10407.2,713.794,1321.7,4.27606
giver,3524,10219,9551,6342.4,543.005,16.073,0.15708
giver,3526,4586,2630,1409.82,150.423,-62.3224,4.93928
giver,3629,5174,3117,-4798.97,-1254.84,502.086,5.21853
giver,3630,5518,3314,-8347.0,644.134,95.755,3.84
giver,3632,5174,3117,-4798.97,-1254.84,502.086,5.21853
giver,3633,3494,7073,-840.882,-3727.2,19.9711,4.7822
giver,3634,3494,7073,-840.882,-3727.2,19.9711,4.7822
giver,3635,4586,2630,1409.82,150.423,-62.3224,4.93928
giver,3637,3494,7073,-840.882,-3727.2,19.9711,4.7822
giver,3639,8126,7340,-7131.99,-3839.67,9.14882,1.39626
giver,3641,7944,7028,-4834.77,-1263.45,501.951,4.72984
giver,3643,7406,6710,-14417.0,411.288,22.7816,1.25664
giver,3681,5149,3087,-4601.65,-896.468,502.85,4.55531
giver,3741,8965,221,-9351.62,-2207.26,62.1803,3.08923
giver,3765,4984,5078,-8779.0,1093.35,92.611,4.817
giver,3861,620,304,-4714.08,-12375.3,11.7246,0.878926
giver,3901,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,3902,1740,3523,1861.17,1605.02,95.0318,3.5194
giver,3903,823,2072,-8947.64,-132.319,83.7199,3.33358
giver,3904,9296,8489,-8850.29,-224.03,81.7778,4.93928
giver,3905,9296,8489,-8850.29,-224.03,81.7778,4.93928
giver,3921,3442,7054,-902.036,-3759.4,11.6138,1.309
giver,3922,9316,8630,858.144,-2347.64,91.9167,2.72271
giver,3923,9316,8630,858.144,-2347.64,91.9167,2.72271
giver,3924,9317,8631,2045.53,-4753.81,29.4867,1.11701
giver,4021,3389,3847,-307.136,-1971.95,96.48,4.64258
giver,4161,6286,4989,9751.02,906.196,1295.6,6.02139
giver,4181,5518,3314,-8347.0,644.134,95.755,3.84
giver,4295,9503,8654,891.198,-197.924,-43.6204,3.21141
giver,4402,9796,9151,-561.628,-4221.8,41.6737,3.03687
giver,4495,8583,7895,10407.2,713.794,1321.7,4.27606
giver,4641,10176,9470,-610.073,-4253.52,39.0393,3.28122
giver,4681,10219,9551,6342.4,543.005,16.073,0.15708
giver,4761,3693,1956,6434.59,362.807,14.0243,1.09956
giver,4762,3649,1770,6580.97,492.292,8.31743,0.331613
giver,4763,3649,1770,6580.97,492.292,8.31743,0.331613
giver,4811,2930,2865,6438.62,471.896,8.12515,1.91474
giver,4812,2930,2865,6438.62,471.896,8.12515,1.91474
giver,4921,3432,3855,-520.983,-2641.41,95.8708,4.43314
giver,5041,3429,3856,-473.202,-2595.7,103.806,5.67232
giver,5042,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,5043,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,5044,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,5045,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,5046,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,5052,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,5061,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,5261,823,2072,-8947.64,-132.319,83.7199,3.33358
giver,5321,11218,10858,4995.83,33.5645,51.5915,2.49582
giver,5441,11378,12089,-611.587,-4322.08,40.0927,1.16937
giver,5481,10666,10006,2242.45,599.449,33.3335,2.52821
giver,5482,10665,9999,2326.31,398.818,33.6847,6.25477
giver,5541,1694,3392,-5499.7,-664.575,395.395,0.453786
giver,5545,10616,10995,-9469.79,-1289.22,41.1855,3.24631
giver,5621,3600,1708,9905.44,985.433,1313.92,2.44346
giver,5622,3595,1733,10458.8,801.623,1346.84,3.75246
giver,5623,375,3344,-8853.59,-193.336,82.1157,2.54818
giver,5624,377,1295,-9460.75,33.1338,63.9038,4.36332
giver,5625,1226,3429,-5590.56,-529.657,399.735,2.23402
giver,5626,837,3401,-6056.74,393.548,392.843,3.68265
giver,5648,3706,1897,294.884,-4831.49,10.6074,0.645772
giver,5649,3707,4068,-617.395,-4202.4,38.2966,4.86947
giver,5650,2129,1602,2265.2,251.054,41.1981,5.34071
giver,5651,2123,1579,1848.32,1627.63,97.0169,3.33358
giver,5713,11711,11663,4390.68,-67.312,86.7177,2.32129
giver,5722,11833,11754,-1055.55,-217.179,159.062,1.50903
giver,5723,11833,11754,-1055.55,-217.179,159.062,1.50903
giver,5724,11834,11755,-148.075,23.5742,-38.6318,4.11898
giver,5726,4949,4527,1919.9,-4123.8,44.3715,4.79965
giver,5727,4949,4527,1919.9,-4123.8,44.3715,4.79965
giver,5728,4949,4527,1919.9,-4123.8,44.3715,4.79965
giver,5729,4949,4527,1919.9,-4123.8,44.3715,4.79965
giver,5730,3216,3754,1800.66,-4374.51,-17.1039,4.57276
giver,5761,3216,3754,1800.66,-4374.51,-17.1039,4.57276
giver,5921,4217,2261,10179.0,2563.98,1340.13,1.22173
giver,5922,3033,2106,-1039.41,-281.56,159.114,3.22886
giver,5923,3602,1706,9741.91,966.0,1293.78,5.35816
giver,5924,5505,3301,-8742.0,1095.41,93.812,5.353
giver,5925,16721,16858,-4274.81,-11495.3,9.4874,0.017453
giver,5926,3064,3820,-2315.75,-442.634,-5.35507,6.07375
giver,5927,3060,3819,-2873.57,-268.591,54.0531,2.68781
giver,5928,16655,16739,9706.56,-7261.66,16.6175,0.595148
giver,5929,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,5930,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,5931,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,5932,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,6001,4217,2261,10179.0,2563.98,1340.13,1.22173
giver,6002,3033,2106,-1039.41,-281.56,159.114,3.22886
giver,6061,3065,3811,-2180.22,-408.816,-4.51826,1.0472
giver,6062,3171,3744,275.341,-4704.0,11.7122,4.62512
giver,6063,3601,1703,9812.33,928.806,1308.19,4.17134
giver,6064,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6065,3171,3744,275.341,-4704.0,11.7122,4.62512
giver,6066,3038,2112,-1464.61,-93.7802,159.101,0.471239
giver,6067,3061,3810,-2865.4,-225.731,54.9617,3.10669
giver,6068,3038,2112,-1464.61,-93.7802,159.101,0.471239
giver,6069,3061,3810,-2865.4,-225.731,54.9617,3.10669
giver,6070,3407,4241,2107.35,-4633.78,58.981,2.11185
giver,6071,3596,1723,10458.5,827.868,1381.02,2.11185
giver,6072,895,3395,-6091.79,365.141,395.623,2.33874
giver,6073,5515,3312,-8415.0,553.182,95.703,3.923
giver,6074,3596,1723,10458.5,827.868,1381.02,2.11185
giver,6075,895,3395,-6091.79,365.141,395.623,2.33874
giver,6076,5515,3312,-8415.0,553.182,95.703,3.923
giver,6081,3171,3744,275.341,-4704.0,11.7122,4.62512
giver,6082,3171,3744,275.341,-4704.0,11.7122,4.62512
giver,6083,3171,3744,275.341,-4704.0,11.7122,4.62512
giver,6084,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6085,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6086,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6087,3065,3811,-2180.22,-408.816,-4.51826,1.0472
giver,6088,3065,3811,-2180.22,-408.816,-4.51826,1.0472
giver,6089,3065,3811,-2180.22,-408.816,-4.51826,1.0472
giver,6101,3601,1703,9812.33,928.806,1308.19,4.17134
giver,6102,3601,1703,9812.33,928.806,1308.19,4.17134
giver,6103,3601,1703,9812.33,928.806,1308.19,4.17134
giver,6121,4217,2261,10179.0,2563.98,1340.13,1.22173
giver,6122,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,6123,3702,4487,6557.88,472.97,9.0979,2.61799
giver,6124,3702,4487,6557.88,472.97,9.0979,2.61799
giver,6125,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,6126,3033,2106,-1039.41,-281.56,159.114,3.22886
giver,6127,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,6128,3448,3914,-544.992,-2672.77,95.8709,1.16937
giver,6129,3448,3914,-544.992,-2672.77,95.8709,1.16937
giver,6130,11802,11769,8020.0,-2678.74,524.532,5.88176
giver,6181,491,3342,-10500.6,1021.59,60.6106,1.8326
giver,6261,1323,1515,-8702.28,382.052,103.909,2.70526
giver,6281,523,3263,-10628.3,1037.27,34.1915,2.28638
giver,6282,11860,11797,925.298,940.918,105.575,0.645772
giver,6283,11860,11797,925.298,940.918,105.575,0.645772
giver,6285,352,5128,-8835.76,490.084,109.699,4.04916
giver,6301,11864,11796,1015.68,928.041,103.519,1.29154
giver,6321,6389,5345,499.653,1626.22,125.748,5.35816
giver,6322,4556,2629,1610.45,283.261,-43.0189,4.92183
giver,6323,2226,3832,473.939,1533.95,131.96,0.453786
giver,6324,4551,2638,1567.12,266.345,-43.0194,0.820305
giver,6341,10118,9344,8694.04,950.259,12.9087,5.46288
giver,6342,3838,1931,8640.58,841.118,23.3464,0.05236
giver,6343,4200,9549,6399.57,533.387,8.73894,4.04916
giver,6344,4241,2262,9918.06,2190.34,1328.27,0.575959
giver,6361,3483,3872,-350.079,-2566.59,97.4414,2.68781
giver,6362,3615,1652,-437.137,-2596.0,95.8708,3.7001
giver,6363,8359,7623,-1238.58,38.971,127.147,2.05949
giver,6364,2995,2098,-1196.75,26.0777,177.033,1.71042
giver,6365,3489,3877,-403.68,-2709.34,97.7294,1.85005
giver,6381,11864,11796,1015.68,928.041,103.519,1.29154
giver,6382,3387,3845,-2382.81,-1922.69,95.8663,0.017453
giver,6383,12696,12970,2310.52,-2554.7,101.948,2.42601
giver,6384,3615,1652,-437.137,-2596.0,95.8708,3.7001
giver,6385,6929,5706,1633.99,-4439.37,15.7597,2.75762
giver,6386,3310,1311,1676.25,-4313.45,61.8944,5.25344
giver,6387,1681,1822,-5366.93,-3014.87,319.665,0.139626
giver,6388,4256,3093,-4708.06,-1120.93,504.531,1.44862
giver,6391,1572,5037,-5424.85,-2929.87,347.645,1.64061
giver,6392,1573,3007,-4821.13,-1152.4,502.295,4.31096
giver,6393,11862,5562,820.882,938.539,154.973,5.33142
giver,6394,11378,12089,-611.587,-4322.08,40.0927,1.16937
giver,6395,1661,1593,1847.73,1638.65,97.0169,4.15388
giver,6401,11857,11790,-263.0,-943.0,12.439,4.752
giver,6421,11861,11795,831.234,939.914,155.071,2.14675
giver,6442,12719,12958,3331.24,1025.91,6.36169,6.03884
giver,6461,12816,12709,-177.568,-233.317,8.87961,5.84685
giver,6462,12721,12960,3333.34,1028.3,6.36169,5.02655
giver,6481,11861,11795,831.234,939.914,155.071,2.14675
giver,6482,12818,12969,3347.35,-694.701,159.926,3.05433
giver,6503,12867,12956,2054.63,-2400.39,87.825,4.06662
giver,6523,11856,11789,129.705,-342.522,3.67976,3.59538
giver,6541,3429,3856,-473.202,-2595.7,103.806,5.67232
giver,6542,11821,11751,-173.265,-331.165,9.80138,2.30383
giver,6543,8582,7889,1246.34,-2253.31,108.372,2.96706
giver,6544,12858,12809,1778.68,-2241.09,107.942,0.314159
giver,6545,12863,11872,3357.72,995.135,4.76615,0.698132
giver,6546,12864,11871,2616.19,-3019.0,161.171,2.304
giver,6547,12862,11869,2045.41,-2396.98,87.8666,1.99619
giver,6548,11857,11790,-263.0,-943.0,12.439,4.752
giver,6561,4787,4946,-531.6,318.992,-49.9643,5.81195
giver,6562,11862,5562,820.882,938.539,154.973,5.33142
giver,6563,12736,12953,3355.07,1033.14,6.03463,1.50098
giver,6565,12736,12953,3355.07,1033.14,6.03463,1.50098
giver,6629,11857,11790,-263.0,-943.0,12.439,4.752
giver,6641,12717,12961,3341.65,1004.38,3.89818,0.715585
giver,6661,12997,5485,-19.6312,40.0752,-4.21403,4.79965
giver,6662,12997,5485,-19.6312,40.0752,-4.21403,4.79965
giver,6721,5117,3073,-5006.6,-1266.04,507.837,3.78736
giver,6722,5515,3312,-8415.0,553.182,95.703,3.923
giver,6961,13418,13342,1651.95,-4428.67,17.1488,2.07694
giver,6962,13445,13370,1626.74,-4416.81,15.7806,5.84685
giver,6964,9550,8669,1663.45,-4393.85,22.461,4.45059
giver,7021,13431,13348,-1234.51,73.4529,129.591,2.80998
giver,7022,13433,13349,-4923.96,-980.013,501.554,0.994838
giver,7023,13435,13356,-8807.95,641.736,94.312,3.31613
giver,7024,13429,13346,1629.23,218.479,-43.0193,2.21657
giver,7025,13444,13369,-4914.36,-976.11,501.453,1.93731
giver,7061,13417,13341,1937.84,-4222.84,42.4217,3.78736
giver,7062,1365,14092,-4882.52,-952.796,501.547,3.28122
giver,7063,2916,3595,-4631.63,-1326.66,503.465,1.76278
giver,7383,3515,1528,9736.91,956.063,1294.19,6.21337
giver,7791,14722,14753,-8942.03,785.805,97.4045,0.20944
giver,7792,20604,19693,-4087.02,-11737.5,-139.428,1.69297
giver,7802,14723,14754,-4735.8,-1055.28,502.296,3.80482
giver,7807,14724,14752,-4823.65,-1299.36,501.951,0.959931
giver,7813,14729,14756,1690.83,185.738,-62.0883,5.58505
giver,7820,14728,14758,-1147.28,67.3353,145.949,3.24631
giver,7826,14726,14757,1794.68,-4572.71,23.1064,0.925025
giver,7833,14727,14759,1451.64,-4209.35,43.8887,5.53269
giver,7838,14508,14561,-13184.5,332.671,40.3307,4.41568
giver,7881,14833,14875,-9579.25,21.7913,60.7461,5.05203
giver,7882,14833,14875,-9579.25,21.7913,60.7461,5.05203
giver,7883,14833,14875,-9579.25,21.7913,60.7461,5.05203
giver,7889,14832,14876,-2265.31,5201.85,-9.90473,0.785398
giver,7890,14832,14876,-2265.31,5201.85,-9.90473,0.785398
giver,7891,14832,14876,-2265.31,5201.85,-9.90473,0.785398
giver,7894,14841,14877,-2253.41,5245.01,-9.89211,4.46804
giver,7895,14841,14877,-2253.41,5245.01,-9.89211,4.46804
giver,7896,14841,14877,-2253.41,5245.01,-9.89211,4.46804
giver,7899,14829,14856,-2286.25,5229.44,-9.90171,3.76991
giver,7900,14829,14856,-2286.25,5229.44,-9.90171,3.76991
giver,7901,14829,14856,-2286.25,5229.44,-9.90171,3.76991
giver,7905,14842,14878,-4982.69,-963.739,501.659,0.802197
giver,7926,14843,14879,1651.27,-4422.53,16.243,6.28295
giver,7930,14828,14854,-2236.82,5210.82,-9.90524,3.14159
giver,7931,14828,14854,-2236.82,5210.82,-9.90524,3.14159
giver,7934,14828,14854,-2236.82,5210.82,-9.90524,3.14159
giver,7946,14871,14943,-2293.46,5265.4,-9.89653,5.07891
giver,8158,14984,15143,-1220.17,-2518.3,21.7949,3.76991
giver,8165,15022,15141,-847.556,-3511.22,73.2761,3.89208
giver,8168,14983,15142,-1224.39,-2516.14,21.6434,3.56047
giver,8171,15021,15140,-846.947,-3503.78,73.9011,3.33358
giver,8193,15077,15235,-14438.5,474.107,15.9379,3.98345
giver,8194,15078,15236,-14436.5,472.915,15.3351,3.3859
giver,8221,15079,15200,-14438.8,476.682,15.2708,3.69613
giver,8224,15079,15200,-14438.8,476.682,15.2708,3.69613
giver,8225,15079,15200,-14438.8,476.682,15.2708,3.69613
giver,8311,15310,338,-8595.41,740.665,101.987,3.92699
giver,8312,15309,14616,2060.53,-4682.64,25.7762,1.41372
giver,8325,15278,15516,10352.0,-6359.93,34.1146,2.07694
giver,8326,15278,15516,10352.0,-6359.93,34.1146,2.07694
giver,8327,15278,15516,10352.0,-6359.93,34.1146,2.07694
giver,8328,15278,15516,10352.0,-6359.93,34.1146,2.07694
giver,8330,15295,15517,10406.0,-6396.24,52.1757,5.18363
giver,8334,15281,15515,10302.3,-6229.3,26.7049,6.19592
giver,8335,15281,15515,10302.3,-6229.3,26.7049,6.19592
giver,8336,15296,15532,10413.7,-6372.46,35.7242,5.14872
giver,8345,15295,15517,10406.0,-6396.24,52.1757,5.18363
giver,8346,15297,15528,10419.7,-6318.62,35.6568,1.32645
giver,8347,15281,15515,10302.3,-6229.3,26.7049,6.19592
giver,8350,15301,15514,9984.04,-6478.02,1.07989,5.5676
giver,8353,5111,3047,-4840.67,-857.094,501.997,4.86947
giver,8354,6741,5449,1635.4,223.331,-43.0198,2.84489
giver,8355,6826,5647,-4588.3,-1001.21,503.657,3.31613
giver,8357,6735,5439,10127.9,2224.79,1328.81,2.21657
giver,8358,11814,11734,-808.565,-4930.14,23.0651,3.66519
giver,8359,6929,5706,1633.99,-4439.37,15.7597,2.75762
giver,8360,6746,5487,-1300.28,38.4858,129.292,0.558505
giver,8463,15403,15906,9531.33,-6859.75,18.7898,1.81514
giver,8472,15418,15912,9521.17,-6814.85,16.5752,1.69297
giver,8473,15398,15908,8414.19,-6165.0,61.3986,1.8675
giver,8475,15416,15913,9374.84,-6966.58,18.1612,3.40339
giver,8476,15399,15911,8980.84,-7458.36,86.7743,2.40855
giver,8477,15400,15907,8986.43,-7419.07,89.4855,2.21657
giver,8479,15406,15424,8666.61,-7960.89,151.876,2.84489
giver,8480,15404,15915,8849.25,-6278.24,8.02033,2.28638
giver,8483,15403,15906,9531.33,-6859.75,18.7898,1.81514
giver,8486,15401,15910,9155.78,-6294.84,21.1295,3.7001
giver,8487,15402,15930,8711.23,-7160.89,43.6012,1.02974
giver,8488,15402,15930,8711.23,-7160.89,43.6012,1.02974
giver,8490,16362,15912,8235.5,-6664.06,84.5585,4.43314
giver,8491,15417,15914,8755.61,-6690.05,69.6853,2.18166
giver,8492,15383,15441,-4924.37,-1222.73,501.718,3.92699
giver,8493,15383,15441,-4924.37,-1222.73,501.718,3.92699
giver,8494,15431,15442,-4914.17,-1227.49,501.733,3.59538
giver,8495,15431,15442,-4914.17,-1227.49,501.733,3.59538
giver,8499,15432,15443,-4930.29,-1218.75,501.719,3.75246
giver,8500,15432,15443,-4930.29,-1218.75,501.719,3.75246
giver,8503,15434,15445,-4952.25,-1274.45,501.757,1.79769
giver,8504,15434,15445,-4952.25,-1274.45,501.757,1.79769
giver,8505,15437,15447,-4945.42,-1282.02,501.758,1.02974
giver,8506,15437,15447,-4945.42,-1282.02,501.758,1.02974
giver,8509,15445,15449,-4948.33,-1273.8,501.755,1.06465
giver,8510,15445,15449,-4948.33,-1273.8,501.755,1.06465
giver,8511,15446,15450,-4972.2,-1169.06,501.72,3.28122
giver,8512,15446,15450,-4972.2,-1169.06,501.72,3.28122
giver,8513,15448,15451,-4966.09,-1176.06,501.743,3.29867
giver,8514,15448,15451,-4966.09,-1176.06,501.743,3.29867
giver,8515,15450,15453,-4969.46,-1180.24,501.743,3.24631
giver,8516,15450,15453,-4969.46,-1180.24,501.743,3.24631
giver,8517,15451,15454,-4971.57,-1151.56,501.739,3.56047
giver,8518,15451,15454,-4971.57,-1151.56,501.739,3.56047
giver,8520,15452,15455,-4979.12,-1149.51,501.733,3.36849
giver,8521,15452,15455,-4979.12,-1149.51,501.733,3.36849
giver,8522,15453,15456,-4979.93,-1142.17,501.743,3.68264
giver,8523,15453,15456,-4979.93,-1142.17,501.743,3.68264
giver,8524,15455,15457,-4938.0,-1275.12,501.752,2.46091
giver,8525,15455,15457,-4938.0,-1275.12,501.752,2.46091
giver,8526,15456,15458,-4940.39,-1277.7,501.754,1.98968
giver,8527,15456,15458,-4940.39,-1277.7,501.754,1.98968
giver,8528,15457,15459,-4933.8,-1279.16,501.749,2.42601
giver,8529,15457,15459,-4933.8,-1279.16,501.749,2.42601
giver,8532,15459,15461,1650.33,-4124.29,31.4523,2.6529
giver,8533,15459,15461,1650.33,-4124.29,31.4523,2.6529
giver,8542,15460,15462,1665.76,-4117.5,34.3746,2.44346
giver,8543,15460,15462,1665.76,-4117.5,34.3746,2.44346
giver,8545,15469,15466,1655.77,-4119.16,32.6951,1.32645
giver,8546,15469,15466,1655.77,-4119.16,32.6951,1.32645
giver,8549,15477,15472,1615.01,-4145.53,35.132,1.37881
giver,8550,15477,15472,1615.01,-4145.53,35.132,1.37881
giver,8563,15278,15516,10352.0,-6359.93,34.1146,2.07694
giver,8564,15278,15516,10352.0,-6359.93,34.1146,2.07694
giver,8580,15508,15502,1625.95,-4149.42,36.3958,1.90241
giver,8581,15508,15502,1625.95,-4149.42,36.3958,1.90241
giver,8582,15512,15503,1633.26,-4142.12,34.7099,2.11185
giver,8583,15512,15503,1633.26,-4142.12,34.7099,2.11185
giver,8588,15515,15508,1588.17,-4179.9,39.9849,2.89725
giver,8589,15515,15508,1588.17,-4179.9,39.9849,2.89725
giver,8590,15522,15535,1593.27,-4159.44,36.9024,2.94961
giver,8591,15522,15535,1593.27,-4159.44,36.9024,2.94961
giver,8600,15525,15536,1595.76,-4174.4,39.7667,2.72271
giver,8601,15525,15536,1595.76,-4174.4,39.7667,2.72271
giver,8604,15528,15537,1580.17,-4116.11,34.4158,5.60251
giver,8605,15528,15537,1580.17,-4116.11,34.4158,5.60251
giver,8607,15529,15539,1571.15,-4118.66,36.5842,5.02655
giver,8608,15529,15539,1571.15,-4118.66,36.5842,5.02655
giver,8609,15532,15541,1565.07,-4123.99,37.4408,0.0
giver,8610,15532,15541,1565.07,-4123.99,37.4408,0.0
giver,8611,15533,15542,1643.43,-4085.09,37.3372,4.67748
giver,8612,15533,15542,1643.43,-4085.09,37.3372,4.67748
giver,8613,15534,15543,1629.79,-4089.15,35.6329,5.25344
giver,8614,15534,15543,1629.79,-4089.15,35.6329,5.25344
giver,8615,15535,15544,1634.12,-4084.99,36.5257,5.21853
giver,8616,15535,15544,1634.12,-4084.99,36.5257,5.21853
giver,8619,15549,15622,596.586,-188.771,-54.0721,0.10472
giver,8635,15556,15637,-139.935,-363.996,-170.336,6.16101
giver,8636,15557,15630,-7938.57,-2674.64,209.226,3.75246
giver,8642,15558,15632,-5343.72,-2912.94,345.191,4.43314
giver,8643,15559,15616,233.456,-3499.97,161.033,0.785398
giver,8644,15560,15641,67.8133,-537.544,32.1637,2.63545
giver,8645,15561,15625,514.754,1560.97,130.145,4.39823
giver,8646,15562,15614,-8761.99,1092.71,94.8771,5.13127
giver,8647,15563,15600,-11791.8,-3181.73,-30.0804,1.0821
giver,8648,15564,15606,1633.3,233.931,62.6749,0.401426
giver,8649,15565,15643,-9413.27,154.286,57.1548,2.14675
giver,8650,15566,15636,2237.86,-5340.41,84.7113,1.13446
giver,8651,15567,15617,-7276.75,-797.924,296.582,5.8294
giver,8652,15568,15612,2215.43,237.536,34.1998,1.69297
giver,8653,15569,15611,-5571.58,-503.608,403.093,1.91986
giver,8654,15570,15626,-6233.34,1733.29,5.12093,3.7001
giver,8670,15572,15631,269.454,-4777.18,11.9039,1.6057
giver,8671,15573,15628,-9579.68,-2723.7,13.9323,5.53269
giver,8672,15574,15642,6746.22,-4679.31,725.611,1.5708
giver,8673,15575,15604,-2103.06,-438.984,-7.22764,1.44862
giver,8674,15576,15648,-14424.6,531.775,24.88,5.16617
giver,8675,15577,15633,-10498.7,1034.05,95.6965,1.43117
giver,8676,15578,15645,1689.04,1147.57,8.96011,2.37365
giver,8677,15579,15607,1957.36,-4257.51,31.6109,1.23918
giver,8678,15580,28420,-1012.62,-245.095,159.361,0.244346
giver,8679,15581,15613,-4122.6,110.454,75.8846,5.77704
giver,8680,15582,15647,-869.85,-3725.6,24.4655,4.62512
giver,8681,15583,15644,-7845.33,-1330.45,-264.405,3.15905
giver,8682,15584,15635,-5435.71,-2431.92,89.3615,5.42797
giver,8683,15585,15608,-7500.86,-2154.59,145.989,2.72271
giver,8684,15586,15609,-7155.9,-3769.91,9.1562,2.37365
giver,8685,15587,15619,-3806.54,1093.72,132.053,6.26573
giver,8686,15588,15615,-2297.67,-1948.05,96.3634,3.61283
giver,8688,15592,15646,1853.99,-3721.45,162.308,1.27409
giver,8713,15593,15639,-414.836,5.38781,-90.772,2.11185
giver,8714,15594,15620,1261.16,-2558.27,118.29,0.506145
giver,8715,15595,15601,9768.04,895.38,1297.14,1.25664
giver,8716,15596,15638,-11954.2,-1168.82,77.7486,0.506145
giver,8717,15597,15621,-460.237,-2586.04,99.476,5.13127
giver,8718,15598,15603,10137.4,2583.92,1325.58,4.38078
giver,8719,15599,15602,-6832.99,831.573,49.5379,2.61799
giver,8720,15600,15634,2465.04,-6955.1,112.323,1.76278
giver,8721,15601,15640,6292.08,530.671,16.3725,5.61996
giver,8722,15602,15618,1995.88,-2420.17,59.3823,2.72271
giver,8723,15603,15624,5101.41,-527.394,334.471,4.53786
giver,8724,15604,15623,-6226.63,-3917.87,-59.7434,1.18682
giver,8725,15605,15629,2793.03,-349.605,108.471,2.21657
giver,8726,15606,15605,6466.88,-4265.45,663.761,0.767945
giver,8727,15607,15610,3705.22,-3466.81,130.794,0.0
giver,8792,15702,15664,-1209.58,100.22,134.661,3.15905
giver,8793,15703,15665,1572.58,272.707,-43.0193,5.02655
giver,8794,15704,15666,1653.07,-4403.81,18.5819,4.45059
giver,8795,15707,15668,-4956.09,-931.133,503.347,5.37561
giver,8797,15709,15670,9945.15,2494.24,1317.52,4.20624
giver,8811,15731,15707,-4935.17,-1197.7,501.622,2.46091
giver,8812,15733,15711,-4952.53,-1176.97,501.639,5.39307
giver,8813,15734,15714,-4975.34,-1196.76,501.746,1.88496
giver,8814,15735,15718,-4934.99,-1214.31,501.718,3.33358
giver,8815,15736,15716,1584.77,-4112.94,33.3777,5.41052
giver,8816,15737,15701,1618.44,-4101.76,32.9524,5.23599
giver,8817,15767,15730,-1246.48,74.2627,128.368,5.02655
giver,8818,15739,15720,1603.89,-4142.9,33.7818,2.44346
giver,8819,15731,15707,-4935.17,-1197.7,501.622,2.46091
giver,8820,15733,15711,-4952.53,-1176.97,501.639,5.39307
giver,8821,15734,15714,-4975.34,-1196.76,501.746,1.88496
giver,8822,15735,15718,-4934.99,-1214.31,501.718,3.33358
giver,8823,15736,15716,1584.77,-4112.94,33.3777,5.41052
giver,8824,15737,15701,1618.44,-4101.76,32.9524,5.23599
giver,8825,15739,15720,1603.89,-4142.9,33.7818,2.44346
giver,8826,15738,15722,1660.36,-4107.45,34.6203,2.05949
