# entry,difficulty_entry_1,difficulty_entry_2,difficulty_entry_3,KillCredit1,KillCredit2,name,subname,IconName,gossip_menu_id,minlevel,maxlevel,exp,faction,npcflag,speed_walk,speed_run,speed_swim,speed_flight,detection_range,rank,dmgschool,DamageModifier,BaseAttackTime,RangeAttackTime,BaseVariance,RangeVariance,unit_class,unit_flags,unit_flags2,dynamicflags,family,type,type_flags,lootid,pickpocketloot,skinloot,PetSpellDataId,VehicleId,mingold,maxgold,AIName,MovementType,HoverHeight,HealthModifier,ManaModifier,ArmorModifier,ExperienceModifier,RacialLeader,movementId,RegenHealth,CreatureImmunitiesId,flags_extra,ScriptName,VerifiedBuild,model_idx,display_id,display_scale,model_probability,model_verified_build
8999,0,0,0,0,0,Innkeeper Sentinel Hill,Innkeeper,\N,0,8,8,0,55,65666,0.95,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,138412102,0,0,0,0,0,1,100,,0,1,1,1,1,1,0,0,1,0,0,,1,0,3434,1,1,1
9016,0,0,0,0,0,Bael'Gar,\N,\N,0,52,52,0,54,0,0.77778,1.14286,1,1,20,1,0,3.5,2400,2000,1,1,1,64,2048,0,0,5,0,9016,0,0,0,0,0,0,SmartAI,1,1,10,2,1,2,0,0,1,-252,0,,12340,0,12162,1,1,12340
9017,0,0,0,0,0,Lord Incendius,\N,\N,0,53,53,0,91,0,1,1.14286,1,1,20,1,2,3.5,2000,2000,1,1,1,64,2048,0,0,4,0,9017,0,0,0,0,0,0,SmartAI,1,1,6.5,5,1,2,0,0,1,-252,0,,12340,0,1204,1,1,12340
9018,0,0,0,0,0,High Interrogator Gerstahn,Twilight's Hammer Interrogator,\N,0,52,52,0,54,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9018,9018,0,0,0,489,1649,,1,1,5,5,1,2,0,0,1,-251,0,boss_high_interrogator_gerstahn,12340,0,8761,1,1,51831
9019,0,0,0,0,0,Emperor Dagran Thaurissan,\N,\N,0,56,56,0,54,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,64,2048,0,0,7,0,9019,9019,0,0,0,1202,1575,,1,1,9,2,1,2,0,0,1,-251,0,boss_emperor_dagran_thaurissan,12340,0,8807,1,1,51831
9020,0,0,0,0,0,Commander Gor'shak,Kargath Expeditionary Force,\N,0,54,54,0,113,2,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,576,2048,0,0,7,4096,0,0,0,0,0,0,0,SmartAI,1,1,3,2,1,1.25,0,0,1,0,0,,12340,0,8703,1,1,51831
9021,0,0,0,0,0,Kharan Mighthammer,\N,\N,1822,52,52,0,35,3,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,320,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,1,1,3,2,1,1.25,0,0,1,0,0,,12340,0,8708,1,1,51831
9022,0,0,0,0,0,Dughal Stormwing,\N,\N,0,52,52,0,534,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,320,2048,0,0,7,0,0,0,0,0,0,0,0,,1,1,3,2,1,1.25,0,0,1,0,0,,12340,0,8709,1,1,51831
9023,0,0,0,0,0,Marshal Windsor,\N,\N,0,52,52,0,534,2,1,0.85714,1,1,20,1,0,3.5,2000,2000,1,1,1,320,2048,0,0,7,4096,0,0,0,0,0,0,0,,1,1,8,2,1,1.25,0,100,1,0,2,,12340,0,8707,1,1,51831
9024,0,0,0,0,0,Pyromancer Loregrain,\N,\N,0,52,52,0,54,2,1,1.14286,1,1,20,2,0,3.5,2000,2000,1,1,8,32832,2048,0,0,7,0,9024,9024,0,0,0,659,945,SmartAI,1,1,5,5,1,2,0,0,1,-251,0,,12340,0,8762,1,1,51831
9025,0,0,0,0,0,Lord Roccor,\N,\N,0,51,51,0,91,0,1.55556,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,64,2048,0,0,4,0,9025,0,0,0,0,0,0,SmartAI,1,1,5,2,1,2,0,0,1,-248,0,,12340,0,5781,1,1,12340
9026,0,0,0,0,0,Overmaster Pyron,\N,\N,0,51,51,0,91,0,1,1.14286,1,1,20,1,0,2.4,1600,2000,1,1,2,64,2048,0,0,4,0,9026,0,0,0,0,0,0,SmartAI,0,1,6,2,1,1,0,0,1,-63,0,,12340,0,1070,1,1,12340
9027,0,0,0,0,0,Gorosh the Dervish,\N,\N,0,52,52,0,14,0,1,1.14286,1,1,20,1,0,7.5,1800,2000,1,1,1,0,2048,0,0,7,0,9027,9027,0,0,0,772,1013,,1,1,6,2,1,1,0,0,1,-251,0,boss_gorosh_the_dervish,12340,0,8760,1,1,51831
9028,0,0,0,0,0,Grizzle,\N,\N,0,52,52,0,14,0,0.666668,1.14286,1,1,20,1,0,7.5,2000,2000,1,1,1,0,2048,0,0,7,0,9028,9028,0,0,0,1066,1397,,1,1,9,2,1,1,0,0,1,-251,0,boss_grizzle,12340,0,7873,1,1,12340
9029,0,0,0,0,0,Eviscerator,\N,\N,0,52,52,0,14,0,1,1.14286,1,1,20,1,0,7.5,1300,2000,1,1,2,0,2048,0,0,7,0,9029,0,9029,0,0,854,1120,,1,1,9,5,1,1,0,0,1,-251,0,boss_eviscerator,12340,0,523,1,1,12340
9030,0,0,0,0,0,Ok'thor the Breaker,\N,\N,0,52,52,0,14,0,1.6,1.14286,1,1,20,1,0,7.5,2000,2000,1,1,2,0,2048,0,0,7,0,9030,9030,0,0,0,767,1007,,1,1,8,8,1,1,0,51,1,-251,0,boss_okthor,12340,0,11538,1,1,12340
9031,0,0,0,0,0,Anub'shiah,\N,\N,0,52,52,0,14,0,1,1.14286,1,1,20,1,0,7.5,1800,2000,1,1,2,0,2048,0,0,6,0,9031,0,0,0,0,0,0,,1,1,8,5,1,1,0,0,1,-251,0,boss_anubshiah,12340,0,3004,1,1,12340
9032,0,0,0,0,0,Hedrum the Creeper,\N,\N,0,52,52,0,14,0,1,1.14286,1,1,20,1,0,7.5,2400,2000,1,1,1,0,2048,0,0,1,0,9032,0,100003,0,0,0,0,,1,1,8.5,2,1,1,0,0,1,-251,0,boss_hedrum,12340,0,8271,1,1,12340
9033,0,0,0,0,0,General Angerforge,\N,\N,0,55,55,0,54,0,1,1.14286,1,1,20,1,0,3.5,1800,2000,1,1,1,64,2048,0,0,7,0,9033,9033,0,0,0,1029,1352,,1,1,8,2,1,2,0,0,1,-251,0,boss_general_angerforge,12340,0,8756,1,1,51831
9034,0,0,0,0,0,Hate'rel,\N,\N,1941,55,55,0,35,1,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,6,0,0,0,0,0,0,0,0,SmartAI,1,1,4.5,5,1,1.25,0,0,1,-251,0,,12340,0,8690,1,1,51831
9035,0,0,0,0,0,Anger'rel,\N,\N,1943,55,55,0,35,1,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,32832,2048,0,0,6,0,0,0,0,0,0,0,0,SmartAI,1,1,4.5,2,1,1.25,0,0,1,-251,0,,12340,0,8686,1,1,51831
9036,0,0,0,0,0,Vile'rel,\N,\N,1944,56,56,0,35,1,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,6,0,0,0,0,0,0,0,0,SmartAI,1,1,4.5,6,1,1.25,0,0,1,-251,0,,12340,0,8692,1,1,51831
9037,0,0,0,0,0,Gloom'rel,\N,\N,1945,56,56,0,35,1,1,1.14286,1,1,20,1,0,3.5,2800,2000,1,1,1,32832,2048,0,0,6,0,0,0,0,0,0,0,0,,1,1,4.5,2,1,1.25,0,0,1,-251,0,boss_gloomrel,12340,0,8689,1,1,51831
9038,0,0,0,0,0,Seeth'rel,\N,\N,1946,56,56,0,35,1,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,6,0,0,0,0,0,0,0,0,SmartAI,1,1,4.5,5,1,1.25,0,0,1,-251,0,,12340,0,8691,1,1,51831
9039,0,0,0,0,0,Doom'rel,\N,\N,1947,56,56,0,35,1,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,6,0,0,0,0,0,0,646,849,,1,1,6,8,1,1.25,0,0,1,-251,0,boss_doomrel,12340,0,8687,1,1,51831
9040,0,0,0,0,0,Dope'rel,\N,\N,1948,56,56,0,35,1,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,32832,2048,0,0,6,0,0,0,0,0,0,0,0,SmartAI,1,1,4.5,2,1,1.25,0,0,1,-251,0,,12340,0,8688,1,1,51831
9041,0,0,0,0,0,Warder Stilgiss,\N,\N,0,54,54,0,54,0,1,1.14286,1,1,20,2,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9041,9041,0,0,0,694,912,SmartAI,1,1,4,5,1,2,0,0,1,-251,0,,12340,0,9089,1,1,12340
9042,0,0,0,0,0,Verek,\N,\N,0,53,53,0,54,0,1,1.14286,1,1,20,2,0,3.5,2000,2000,1,1,1,64,2048,0,0,3,0,9042,0,9042,0,0,0,0,SmartAI,1,1,4,2,1,2,0,0,1,-251,0,,12340,0,9019,1,1,12340
9043,0,0,0,0,0,Scarshield Grunt,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9043,9043,0,0,0,410,540,SmartAI,1,1,1.3,1,1,1,0,0,1,0,0,,12340,0,8899,1,1,12340
9043,0,0,0,0,0,Scarshield Grunt,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9043,9043,0,0,0,410,540,SmartAI,1,1,1.3,1,1,1,0,0,1,0,0,,12340,1,9599,1,1,12340
9043,0,0,0,0,0,Scarshield Grunt,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9043,9043,0,0,0,410,540,SmartAI,1,1,1.3,1,1,1,0,0,1,0,0,,12340,2,9855,1,1,12340
9043,0,0,0,0,0,Scarshield Grunt,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9043,9043,0,0,0,410,540,SmartAI,1,1,1.3,1,1,1,0,0,1,0,0,,12340,3,9856,1,1,12340
9044,0,0,0,0,0,Scarshield Sentry,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9044,9044,0,0,0,414,546,,1,1,1.3,1,1,1,0,0,1,0,0,,12340,0,8901,1,1,12340
9044,0,0,0,0,0,Scarshield Sentry,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9044,9044,0,0,0,414,546,,1,1,1.3,1,1,1,0,0,1,0,0,,12340,1,9606,1,1,12340
9044,0,0,0,0,0,Scarshield Sentry,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9044,9044,0,0,0,414,546,,1,1,1.3,1,1,1,0,0,1,0,0,,12340,2,9861,1,1,12340
9044,0,0,0,0,0,Scarshield Sentry,Scarshield Legion,\N,0,53,54,0,40,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9044,9044,0,0,0,414,546,,1,1,1.3,1,1,1,0,0,1,0,0,,12340,3,9862,1,1,12340
9045,0,0,0,0,0,Scarshield Acolyte,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9045,9045,0,0,0,369,2306,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,0,8898,1,1,12340
9045,0,0,0,0,0,Scarshield Acolyte,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9045,9045,0,0,0,369,2306,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,1,9596,1,1,12340
9045,0,0,0,0,0,Scarshield Acolyte,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9045,9045,0,0,0,369,2306,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,2,9853,1,1,12340
9045,0,0,0,0,0,Scarshield Acolyte,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9045,9045,0,0,0,369,2306,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,3,9854,1,1,12340
9046,0,0,0,0,0,Scarshield Quartermaster,Scarshield Legion,\N,0,55,55,0,40,0,1,1.14286,1,1,20,4,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,9046,9046,0,0,0,641,842,,0,1,1.5,1,1,1,0,0,1,0,0,,12340,0,8900,1,1,51831
9047,0,0,0,0,0,Jenal,Ditch Digger,\N,1662,5,5,0,80,3,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4096,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,2,,12340,0,8354,1,1,51831
9056,0,0,0,0,0,Fineous Darkvire,Chief Architect,\N,0,53,53,0,54,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,64,2048,0,0,7,0,9056,9056,0,0,0,376,1675,SmartAI,1,1,7,5,1,2,0,0,1,-251,0,,12340,0,8704,1,1,51831
9076,0,0,0,0,0,Ghede,\N,\N,1681,25,25,0,104,3,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4096,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.02,1,1,1,0,0,1,0,2,,12340,0,8355,1,1,51831
9077,0,0,0,0,0,Warlord Goretooth,Kargath Expeditionary Force,\N,0,60,60,0,83,2,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4608,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,2,,12340,0,8331,1,1,51831
9078,0,0,0,0,0,Shadowmage Vivian Lagrave,Kargath Expeditionary Force,\N,0,58,58,0,83,2,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,2,37376,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,2,,12340,0,8330,1,1,51831
9079,0,0,0,0,0,Hierophant Theodora Mulvadania,Kargath Expeditionary Force,\N,0,58,58,0,118,2,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,2,37376,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,2,,12340,0,8332,1,1,51831
9080,0,0,0,0,0,Lexlort,Kargath Expeditionary Force,\N,30200,58,58,0,125,3,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4608,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,0,1,1.35,1,1,1,0,0,1,0,2,,12340,0,8333,1,1,51831
9081,0,0,0,0,0,Galamav the Marksman,Kargath Expeditionary Force,\N,0,58,58,0,125,2,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,2,4608,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,2,,12340,0,8334,1,1,51831
9082,0,0,0,0,0,Thal'trak Proudtusk,Kargath Expeditionary Force,\N,0,55,55,0,29,2,1.32,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4608,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,0,1,1.3,1,1,1,0,49,1,0,2,,12340,0,8335,1,1,12340
9083,0,0,0,0,0,Razal'blade,Kargath Expeditionary Force,\N,0,52,52,0,83,0,1.32,0.47143,1,1,18,0,0,1,2000,2000,1,1,1,4608,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.3,1,1,1,0,77,1,0,2,,12340,0,8349,1,1,51831
9084,0,0,0,0,0,Thunderheart,Kargath Expeditionary Force,\N,0,52,52,0,83,2,1.32,0.47143,1,1,18,0,0,1,2000,2000,1,1,2,4608,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.3,1,1,1,0,77,1,0,2,,12340,0,8350,1,1,51831
9085,0,0,0,0,0,Initiate Amakkar,Kargath Expeditionary Force,\N,0,52,52,0,83,0,1.32,0.47143,1,1,18,0,0,1,2000,2000,1,1,2,4608,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.3,1,1,1,0,77,1,0,2,,12340,0,8351,1,1,51831
9086,0,0,0,0,0,Grunt Gargal,Kargath Expeditionary Force,\N,0,52,52,0,83,0,1.32,0.47143,1,1,18,0,0,1,2000,2000,1,1,1,4608,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.3,1,1,1,0,77,1,0,2,,12340,0,8352,1,1,51831
9087,0,0,0,0,0,Bashana Runetotem,\N,\N,1701,35,35,0,104,131,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4096,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.1,1,1,1,0,0,1,0,2,,12340,0,8356,1,1,51831
9095,0,0,0,0,0,Northshire Guard Justin,\N,\N,0,63,63,0,12,2,2.3,1.14286,1,1,20,3,0,35,2000,2000,1,1,1,0,2048,0,0,7,4194306,0,0,0,0,0,1,953,,0,1,1,1,1,1,0,0,1,-273,0,,1,0,3167,1,1,1
9096,0,0,0,0,0,Rage Talon Dragonspawn,\N,\N,0,58,59,0,40,0,0.888888,1.42857,1,1,20,1,0,3.5,2000,2000,1,1,1,64,2048,0,0,2,8,9096,0,9096,0,0,497,2819,SmartAI,1,1,5,1,1,1.25,0,144,1,0,0,,12340,0,2554,1,1,12340
9097,0,0,0,0,0,Scarshield Legionnaire,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,32832,2048,0,0,7,0,9097,9097,0,0,0,402,2367,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,0,9629,1,1,12340
9097,0,0,0,0,0,Scarshield Legionnaire,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,32832,2048,0,0,7,0,9097,9097,0,0,0,402,2367,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,1,9630,1,1,12340
9097,0,0,0,0,0,Scarshield Legionnaire,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,32832,2048,0,0,7,0,9097,9097,0,0,0,402,2367,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,2,9857,1,1,12340
9097,0,0,0,0,0,Scarshield Legionnaire,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,32832,2048,0,0,7,0,9097,9097,0,0,0,402,2367,SmartAI,1,1,3,1,1,1.25,0,0,1,0,0,,12340,3,9858,1,1,12340
9098,0,0,0,0,0,Scarshield Spellbinder,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9098,9098,0,0,0,361,2313,SmartAI,1,1,3,2,1,1.25,0,0,1,0,0,,12340,0,9618,1,1,12340
9098,0,0,0,0,0,Scarshield Spellbinder,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9098,9098,0,0,0,361,2313,SmartAI,1,1,3,2,1,1.25,0,0,1,0,0,,12340,1,9620,1,1,12340
9098,0,0,0,0,0,Scarshield Spellbinder,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9098,9098,0,0,0,361,2313,SmartAI,1,1,3,2,1,1.25,0,0,1,0,0,,12340,2,9863,1,1,12340
9098,0,0,0,0,0,Scarshield Spellbinder,Scarshield Legion,\N,0,54,55,0,40,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,32832,2048,0,0,7,0,9098,9098,0,0,0,361,2313,SmartAI,1,1,3,2,1,1.25,0,0,1,0,0,,12340,3,9864,1,1,12340
9099,0,0,0,0,0,Sraaz,Pie Vendor,\N,1721,30,30,0,875,641,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,512,2048,0,0,7,134217728,0,0,0,0,0,0,0,,0,1,1.05,1,1,1,0,0,1,0,2,,12340,0,8353,1,1,12340
9116,0,0,0,0,0,Eridan Bluewind,Emerald Circle,\N,3142,57,57,0,35,3,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,0,1,1.35,1,1,1,0,0,1,0,2,,12340,0,9136,1,1,51831
9117,0,0,0,0,0,J.D. Collie,\N,\N,2184,60,60,0,35,3,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,0,1,1.35,1,1,1,0,0,1,0,0,,12340,0,8478,1,1,51831
9118,0,0,0,0,0,Larion,\N,\N,5630,51,51,0,106,3,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4096,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,0,1,1.3,1,1,1,0,0,1,0,0,,12340,0,8413,1,1,12340
9119,0,0,0,0,0,Muigin,\N,\N,0,51,51,0,210,2,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,4096,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.3,1,1,1,0,0,1,0,0,,12340,0,8430,1,1,51831
9136,0,0,0,0,0,Sha'ni Proudtusk,\N,\N,0,56,56,0,876,2,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,9136,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,2,,12340,0,8429,1,1,51831
9156,0,0,0,0,0,Ambassador Flamelash,\N,\N,0,55,55,0,54,0,1,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,64,2048,0,0,7,0,9156,0,0,0,0,1284,2000,,1,1,10,2,1,2,0,0,1,-251,0,boss_ambassador_flamelash,12340,0,8329,1,1,51831
9157,0,0,0,0,0,Bloodpetal Pest,\N,\N,0,40,40,0,84,0,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,0.35,1,1,0.5,0,0,1,0,0,,12340,0,8391,1,1,12340
9158,0,0,0,0,0,Warhorse,\N,\N,0,1,2,0,35,0,0.91,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,140,1,0,2,,12340,0,8469,1,1,51831
9162,0,0,0,0,0,Young Diemetradon,\N,\N,0,49,50,0,14,0,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,9162,0,9162,0,0,0,0,SmartAI,1,1,1.25,1,1,1,0,0,1,0,0,,12340,0,8510,1,1,12340
9163,0,0,0,0,0,Diemetradon,\N,\N,0,51,52,0,14,0,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,9163,0,9163,0,0,0,0,SmartAI,1,1,1.3,1,1,1,0,0,1,0,0,,12340,0,8511,1,1,12340
9164,0,0,0,0,0,Elder Diemetradon,\N,\N,0,54,55,0,14,0,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,9164,0,9164,0,0,0,0,SmartAI,1,1,1.3,1,1,1,0,0,1,0,0,,12340,0,8512,1,1,12340
9165,0,0,0,0,0,Fledgling Pterrordax,\N,\N,0,48,50,0,14,0,1.4,1.42857,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,9165,0,9165,0,0,0,0,SmartAI,1,1,1.25,1,1,1,0,149,1,0,0,,12340,0,8410,1,1,12340
9166,0,0,0,0,0,Pterrordax,\N,\N,0,50,52,0,14,0,1.4,1.42857,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,9166,0,9166,0,0,0,0,SmartAI,0,1,1.3,1,1,1,0,149,1,0,0,,12340,0,8411,1,1,12340
9167,0,0,0,0,0,Frenzied Pterrordax,\N,\N,0,52,54,0,14,0,1.4,1.42857,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,9167,0,9167,0,0,0,0,SmartAI,1,1,1.3,1,1,1,0,149,1,0,0,,12340,0,8412,1,1,12340
9176,0,0,0,0,0,Gor'tesh,\N,\N,0,54,54,0,40,0,1.6,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,9176,9176,0,0,0,113,620,SmartAI,0,1,1.3,1,1,1,0,51,1,0,0,,12340,0,11553,1,1,12340
9177,0,0,0,0,0,Oralius,\N,\N,12662,55,55,0,55,3,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,512,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.3,1,1,1,0,0,1,0,2,,12340,0,8872,1,1,51831
9178,0,0,0,0,0,Burning Spirit,\N,\N,0,30,30,0,7,0,1,0.85714,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,4,0,0,0,0,0,0,0,0,,1,1,1.05,1,1,1,0,100,1,-62,0,npc_burning_spirit,12340,0,4607,1,1,12340
9179,0,0,0,0,0,Jazzrik,Blacksmithing Supplies,\N,0,38,38,0,120,4226,1,1.14286,1,1,18,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.15,1,1,1,0,0,1,0,2,,12340,0,13050,1,1,51831
9180,0,0,0,0,0,World Event Generator,,\N,0,5,5,0,35,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,0.2,1,1,1,0,0,1,0,2,,12340,0,11686,1,1,51831
9196,0,0,0,0,0,Highlord Omokk,\N,\N,0,57,57,0,40,0,1.6,1.14286,1,1,20,1,0,3.5,3200,2000,1,1,1,64,2048,0,0,7,0,9196,9196,0,0,0,920,2139,,1,1,8,1,1,2,0,51,1,-251,0,boss_highlord_omokk,12340,0,11565,1,1,51831
9197,0,0,0,0,0,Spirestone Battle Mage,\N,\N,0,57,58,0,40,0,1.6,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,64,2048,0,0,7,0,9197,9197,0,0,0,561,2274,SmartAI,1,1,5,5,1,1.25,0,51,1,0,0,,12340,0,11543,1,1,12340
9198,0,0,0,0,0,Spirestone Mystic,\N,\N,0,55,56,0,40,0,1.6,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,2,64,2048,0,0,7,0,9198,9198,0,0,0,558,734,SmartAI,0,1,5,5,1,1.25,0,51,1,0,0,,12340,0,11579,1,1,12340
9199,0,0,0,0,0,Spirestone Enforcer,\N,\N,0,54,55,0,40,0,1.6,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,64,2048,0,0,7,0,9199,9199,0,0,0,394,2303,SmartAI,1,1,5,1,1,1.25,0,51,1,0,0,,12340,0,11577,1,1,12340
9200,0,0,0,0,0,Spirestone Reaver,\N,\N,0,55,56,0,40,0,1.6,1.14286,1,1,20,1,0,3.5,2000,2000,1,1,1,64,2048,0,0,7,0,9200,9200,0,0,0,388,2391,SmartAI,1,1,5,1,1,1.25,0,51,1,0,0,,12340,0,11581,1,1,12340
